"","County.Number","county","city","County_FIPS","State_FIPS","fiscal_year","quarter_ending","number_of_returns","taxable_sales","Quarter.Ending"
"10951",12,"Butler","Other","023","19",2015,"2014-12-31",28,1625755,2014-12-31
"10952",13,"Calhoun","Rockwell City","025","19",2015,"2014-12-31",111,4436273,2014-12-31
"10953",13,"Calhoun","Manson","025","19",2015,"2014-12-31",101,3792160,2014-12-31
"10954",13,"Calhoun","Lake City","025","19",2015,"2014-12-31",96,2592246,2014-12-31
"10955",13,"Calhoun","Lohrville","025","19",2015,"2014-12-31",29,855625,2014-12-31
"10956",13,"Calhoun","Pomeroy","025","19",2015,"2014-12-31",25,567450,2014-12-31
"10957",13,"Calhoun","Farnhamville","025","19",2015,"2014-12-31",20,300545,2014-12-31
"10958",13,"Calhoun","Somers","025","19",2015,"2014-12-31",11,91278,2014-12-31
"10959",13,"Calhoun","Other","025","19",2015,"2014-12-31",39,7397935,2014-12-31
"10960",14,"Carroll","Carroll","027","19",2015,"2014-12-31",578,62863979,2014-12-31
"10961",14,"Carroll","Manning","027","19",2015,"2014-12-31",86,3552711,2014-12-31
"10962",14,"Carroll","Coon Rapids","027","19",2015,"2014-12-31",84,2852125,2014-12-31
"10963",14,"Carroll","Glidden","027","19",2015,"2014-12-31",67,2508453,2014-12-31
"10964",14,"Carroll","Breda","027","19",2015,"2014-12-31",45,2325763,2014-12-31
"10965",14,"Carroll","Templeton","027","19",2015,"2014-12-31",37,1107456,2014-12-31
"10966",14,"Carroll","Arcadia","027","19",2015,"2014-12-31",28,1500202,2014-12-31
"10967",14,"Carroll","Dedham","027","19",2015,"2014-12-31",22,256551,2014-12-31
"10968",14,"Carroll","Halbur","027","19",2015,"2014-12-31",21,1249756,2014-12-31
"10969",14,"Carroll","Lidderdale","027","19",2015,"2014-12-31",13,643544,2014-12-31
"10970",14,"Carroll","Other","027","19",2015,"2014-12-31",20,454617,2014-12-31
"10971",15,"Cass","Atlantic","029","19",2015,"2014-12-31",403,32296157,2014-12-31
"10972",15,"Cass","Griswold","029","19",2015,"2014-12-31",73,1932179,2014-12-31
"10973",15,"Cass","Anita","029","19",2015,"2014-12-31",58,1993224,2014-12-31
"10974",15,"Cass","Massena","029","19",2015,"2014-12-31",33,1398693,2014-12-31
"10975",15,"Cass","Cumberland","029","19",2015,"2014-12-31",18,107973,2014-12-31
"10976",15,"Cass","Lewis","029","19",2015,"2014-12-31",18,193436,2014-12-31
"10977",15,"Cass","Wiota","029","19",2015,"2014-12-31",14,311670,2014-12-31
"10978",15,"Cass","Marne","029","19",2015,"2014-12-31",11,255703,2014-12-31
"10979",15,"Cass","Other","029","19",2015,"2014-12-31",15,356304,2014-12-31
"10980",16,"Cedar","Tipton","031","19",2015,"2014-12-31",231,12236034,2014-12-31
"10981",16,"Cedar","West Branch","031","19",2015,"2014-12-31",124,4016709,2014-12-31
"10982",16,"Cedar","Durant","031","19",2015,"2014-12-31",79,3966531,2014-12-31
"10983",16,"Cedar","Clarence","031","19",2015,"2014-12-31",64,1256817,2014-12-31
"10984",16,"Cedar","Mechanicsville","031","19",2015,"2014-12-31",53,981527,2014-12-31
"10985",16,"Cedar","Lowden","031","19",2015,"2014-12-31",48,1876162,2014-12-31
"10986",16,"Cedar","Stanwood","031","19",2015,"2014-12-31",31,693886,2014-12-31
"10987",16,"Cedar","Bennett","031","19",2015,"2014-12-31",15,293524,2014-12-31
"10988",16,"Cedar","Wilton","031","19",2015,"2014-12-31",12,86968,2014-12-31
"10989",16,"Cedar","Other","031","19",2015,"2014-12-31",26,923680,2014-12-31
"10990",17,"Cerro Gordo","Mason City","033","19",2015,"2014-12-31",1083,160326948,2014-12-31
"10991",17,"Cerro Gordo","Clear Lake","033","19",2015,"2014-12-31",469,27386188,2014-12-31
"10992",17,"Cerro Gordo","Rockwell","033","19",2015,"2014-12-31",51,888056,2014-12-31
"10993",17,"Cerro Gordo","Ventura","033","19",2015,"2014-12-31",43,2826926,2014-12-31
"10994",17,"Cerro Gordo","Thornton","033","19",2015,"2014-12-31",23,275583,2014-12-31
"10995",17,"Cerro Gordo","Plymouth","033","19",2015,"2014-12-31",18,147107,2014-12-31
"10996",17,"Cerro Gordo","Swaledale","033","19",2015,"2014-12-31",13,1035759,2014-12-31
"10997",17,"Cerro Gordo","Meservey","033","19",2015,"2014-12-31",11,47050,2014-12-31
"10998",17,"Cerro Gordo","Other","033","19",2015,"2014-12-31",35,1106747,2014-12-31
"10999",18,"Cherokee","Cherokee","035","19",2015,"2014-12-31",308,18241082,2014-12-31
"11000",18,"Cherokee","Marcus","035","19",2015,"2014-12-31",75,5278361,2014-12-31
"11001",18,"Cherokee","Aurelia","035","19",2015,"2014-12-31",49,1453076,2014-12-31
"11002",18,"Cherokee","Quimby","035","19",2015,"2014-12-31",19,446917,2014-12-31
"11003",18,"Cherokee","Cleghorn","035","19",2015,"2014-12-31",18,275041,2014-12-31
"11004",18,"Cherokee","Washta","035","19",2015,"2014-12-31",14,96207,2014-12-31
"11005",18,"Cherokee","Meriden","035","19",2015,"2014-12-31",13,278170,2014-12-31
"11006",18,"Cherokee","Other","035","19",2015,"2014-12-31",24,515610,2014-12-31
"11007",19,"Chickasaw","New Hampton","037","19",2015,"2014-12-31",269,17870411,2014-12-31
"11008",19,"Chickasaw","Nashua","037","19",2015,"2014-12-31",99,2319131,2014-12-31
"11009",19,"Chickasaw","Fredericksburg","037","19",2015,"2014-12-31",70,1594191,2014-12-31
"11010",19,"Chickasaw","Ionia","037","19",2015,"2014-12-31",47,476328,2014-12-31
"11011",19,"Chickasaw","Lawler","037","19",2015,"2014-12-31",45,1101517,2014-12-31
"11012",19,"Chickasaw","Alta Vista","037","19",2015,"2014-12-31",18,242790,2014-12-31
"11013",19,"Chickasaw","Other","037","19",2015,"2014-12-31",33,404641,2014-12-31
"11014",20,"Clarke","Osceola","039","19",2015,"2014-12-31",233,18507847,2014-12-31
"11015",20,"Clarke","Murray","039","19",2015,"2014-12-31",30,526846,2014-12-31
"11016",20,"Clarke","Other","039","19",2015,"2014-12-31",31,591446,2014-12-31
"11017",21,"Clay","Spencer","041","19",2015,"2014-12-31",622,72309843,2014-12-31
"11018",21,"Clay","Everly","041","19",2015,"2014-12-31",44,1090150,2014-12-31
"11019",21,"Clay","Peterson","041","19",2015,"2014-12-31",32,316505,2014-12-31
"11020",21,"Clay","Royal","041","19",2015,"2014-12-31",18,179116,2014-12-31
"11021",21,"Clay","Webb","041","19",2015,"2014-12-31",16,297602,2014-12-31
"11022",21,"Clay","Dickens","041","19",2015,"2014-12-31",15,457556,2014-12-31
"11023",21,"Clay","Greenville","041","19",2015,"2014-12-31",15,164727,2014-12-31
"11024",21,"Clay","Fostoria","041","19",2015,"2014-12-31",13,248430,2014-12-31
"11025",21,"Clay","Other","041","19",2015,"2014-12-31",23,130545,2014-12-31
"11026",22,"Clayton","Elkader","043","19",2015,"2014-12-31",151,11539435,2014-12-31
"11027",22,"Clayton","Guttenberg","043","19",2015,"2014-12-31",149,4183445,2014-12-31
"11028",22,"Clayton","Strawberry Point","043","19",2015,"2014-12-31",117,3558423,2014-12-31
"11029",22,"Clayton","Monona","043","19",2015,"2014-12-31",112,5489756,2014-12-31
"11030",22,"Clayton","Mcgregor","043","19",2015,"2014-12-31",93,1403645,2014-12-31
"11031",22,"Clayton","Edgewood","043","19",2015,"2014-12-31",62,3682940,2014-12-31
"11032",22,"Clayton","Garnavillo","043","19",2015,"2014-12-31",53,1175650,2014-12-31
"11033",22,"Clayton","Marquette","043","19",2015,"2014-12-31",24,1449861,2014-12-31
"11034",22,"Clayton","Luana","043","19",2015,"2014-12-31",21,305297,2014-12-31
"11035",22,"Clayton","Volga","043","19",2015,"2014-12-31",16,251577,2014-12-31
"11036",22,"Clayton","Postville","043","19",2015,"2014-12-31",13,198167,2014-12-31
"11037",22,"Clayton","St. Olaf","043","19",2015,"2014-12-31",12,126646,2014-12-31
"11038",22,"Clayton","Other","043","19",2015,"2014-12-31",57,888306,2014-12-31
"11039",23,"Clinton","Clinton","045","19",2015,"2014-12-31",794,98627466,2014-12-31
"11040",23,"Clinton","Dewitt","045","19",2015,"2014-12-31",259,15619887,2014-12-31
"11041",23,"Clinton","Camanche","045","19",2015,"2014-12-31",101,3107725,2014-12-31
"11042",23,"Clinton","Wheatland","045","19",2015,"2014-12-31",49,1660823,2014-12-31
"11043",23,"Clinton","Delmar","045","19",2015,"2014-12-31",40,379752,2014-12-31
"11044",23,"Clinton","Grand Mound","045","19",2015,"2014-12-31",35,787787,2014-12-31
"11045",23,"Clinton","Goose Lake","045","19",2015,"2014-12-31",29,547628,2014-12-31
"11046",23,"Clinton","Calamus","045","19",2015,"2014-12-31",28,780867,2014-12-31
"11047",23,"Clinton","Lost Nation","045","19",2015,"2014-12-31",23,421603,2014-12-31
"11048",23,"Clinton","Charlotte","045","19",2015,"2014-12-31",20,1373488,2014-12-31
"11049",23,"Clinton","Low Moor","045","19",2015,"2014-12-31",19,403804,2014-12-31
"11050",23,"Clinton","Other","045","19",2015,"2014-12-31",38,865007,2014-12-31
"11051",24,"Crawford","Denison","047","19",2015,"2014-12-31",320,27362842,2014-12-31
"11052",24,"Crawford","Manilla","047","19",2015,"2014-12-31",52,576330,2014-12-31
"11053",24,"Crawford","Schleswig","047","19",2015,"2014-12-31",36,686674,2014-12-31
"11054",24,"Crawford","Charter Oak","047","19",2015,"2014-12-31",33,628833,2014-12-31
"11055",24,"Crawford","Dow City","047","19",2015,"2014-12-31",30,641906,2014-12-31
"11056",24,"Crawford","Vail","047","19",2015,"2014-12-31",27,529067,2014-12-31
"11057",24,"Crawford","Westside","047","19",2015,"2014-12-31",27,453358,2014-12-31
"11058",24,"Crawford","Kiron","047","19",2015,"2014-12-31",19,509180,2014-12-31
"11059",24,"Crawford","Other","047","19",2015,"2014-12-31",35,4211140,2014-12-31
"11060",25,"Dallas","West Des Moines","049","19",2015,"2014-12-31",396,220242209,2014-12-31
"11061",25,"Dallas","Waukee","049","19",2015,"2014-12-31",309,51131099,2014-12-31
"11062",25,"Dallas","Adel","049","19",2015,"2014-12-31",260,14332561,2014-12-31
"11063",25,"Dallas","Perry","049","19",2015,"2014-12-31",257,24840503,2014-12-31
"11064",25,"Dallas","Dallas Center","049","19",2015,"2014-12-31",90,3281523,2014-12-31
"11065",25,"Dallas","Clive","049","19",2015,"2014-12-31",72,4914505,2014-12-31
"11066",25,"Dallas","Woodward","049","19",2015,"2014-12-31",71,1196153,2014-12-31
"11067",25,"Dallas","Urbandale","049","19",2015,"2014-12-31",52,979264,2014-12-31
"11068",25,"Dallas","Van Meter","049","19",2015,"2014-12-31",43,1816257,2014-12-31
"11069",25,"Dallas","Redfield","049","19",2015,"2014-12-31",38,707974,2014-12-31
"11070",25,"Dallas","Granger","049","19",2015,"2014-12-31",37,2301728,2014-12-31
"11071",25,"Dallas","Dexter","049","19",2015,"2014-12-31",35,1423725,2014-12-31
"11072",25,"Dallas","Desoto","049","19",2015,"2014-12-31",34,1196256,2014-12-31
"11073",25,"Dallas","Minburn","049","19",2015,"2014-12-31",26,553772,2014-12-31
"11074",25,"Dallas","Bouton","049","19",2015,"2014-12-31",17,2288927,2014-12-31
"11075",25,"Dallas","Linden","049","19",2015,"2014-12-31",15,42603,2014-12-31
"11076",25,"Dallas","Other","049","19",2015,"2014-12-31",49,1030781,2014-12-31
"11077",26,"Davis","Bloomfield","051","19",2015,"2014-12-31",331,16572950,2014-12-31
"11078",26,"Davis","Drakesville","051","19",2015,"2014-12-31",32,331104,2014-12-31
"11079",26,"Davis","Pulaski","051","19",2015,"2014-12-31",28,598896,2014-12-31
"11080",26,"Davis","Floris","051","19",2015,"2014-12-31",14,302908,2014-12-31
"11081",26,"Davis","Other","051","19",2015,"2014-12-31",19,134333,2014-12-31
"11082",27,"Decatur","Leon","053","19",2015,"2014-12-31",110,5088372,2014-12-31
"11083",27,"Decatur","Lamoni","053","19",2015,"2014-12-31",101,3754919,2014-12-31
"11084",27,"Decatur","Davis City","053","19",2015,"2014-12-31",21,160627,2014-12-31
"11085",27,"Decatur","Grand River","053","19",2015,"2014-12-31",21,79152,2014-12-31
"11086",27,"Decatur","Decatur City","053","19",2015,"2014-12-31",19,346986,2014-12-31
"11087",27,"Decatur","Weldon","053","19",2015,"2014-12-31",15,207870,2014-12-31
"11088",27,"Decatur","Garden Grove","053","19",2015,"2014-12-31",11,108358,2014-12-31
"11089",27,"Decatur","Van Wert","053","19",2015,"2014-12-31",10,18588,2014-12-31
"11090",27,"Decatur","Other","053","19",2015,"2014-12-31",15,253231,2014-12-31
"11091",28,"Delaware","Manchester","055","19",2015,"2014-12-31",360,21995500,2014-12-31
"11092",28,"Delaware","Delhi","055","19",2015,"2014-12-31",54,2820659,2014-12-31
"11093",28,"Delaware","Hopkinton","055","19",2015,"2014-12-31",50,883260,2014-12-31
"11094",28,"Delaware","Earlville","055","19",2015,"2014-12-31",48,829571,2014-12-31
"11095",28,"Delaware","Dyersville","055","19",2015,"2014-12-31",38,1158629,2014-12-31
"11096",28,"Delaware","Colesburg","055","19",2015,"2014-12-31",36,525540,2014-12-31
"11097",28,"Delaware","Ryan","055","19",2015,"2014-12-31",36,293848,2014-12-31
"11098",28,"Delaware","Edgewood","055","19",2015,"2014-12-31",30,1547885,2014-12-31
"11099",28,"Delaware","Dundee","055","19",2015,"2014-12-31",18,487938,2014-12-31
"11100",28,"Delaware","Greeley","055","19",2015,"2014-12-31",17,560326,2014-12-31
"11101",28,"Delaware","Masonville","055","19",2015,"2014-12-31",10,70722,2014-12-31
"11102",28,"Delaware","Other","055","19",2015,"2014-12-31",25,3384925,2014-12-31
"11103",29,"Des Moines","Burlington","057","19",2015,"2014-12-31",843,85591182,2014-12-31
"11104",29,"Des Moines","West Burlington","057","19",2015,"2014-12-31",238,60228151,2014-12-31
"11105",29,"Des Moines","Mediapolis","057","19",2015,"2014-12-31",96,4592926,2014-12-31
"11106",29,"Des Moines","Danville","057","19",2015,"2014-12-31",49,895125,2014-12-31
"11107",29,"Des Moines","Middletown","057","19",2015,"2014-12-31",13,384888,2014-12-31
"11108",29,"Des Moines","Other","057","19",2015,"2014-12-31",61,1719780,2014-12-31
"11109",30,"Dickinson","Spirit Lake","059","19",2015,"2014-12-31",454,35220599,2014-12-31
"11110",30,"Dickinson","Milford","059","19",2015,"2014-12-31",225,7400778,2014-12-31
"11111",30,"Dickinson","Arnolds Park","059","19",2015,"2014-12-31",162,3582702,2014-12-31
"11112",30,"Dickinson","Okoboji","059","19",2015,"2014-12-31",77,5872575,2014-12-31
"11113",30,"Dickinson","Lake Park","059","19",2015,"2014-12-31",63,2025919,2014-12-31
"11114",30,"Dickinson","Terril","059","19",2015,"2014-12-31",27,491453,2014-12-31
"11115",30,"Dickinson","Other","059","19",2015,"2014-12-31",36,1119081,2014-12-31
"11116",31,"Dubuque","Dubuque","061","19",2015,"2014-12-31",2262,305601570,2014-12-31
"11117",31,"Dubuque","Dyersville","061","19",2015,"2014-12-31",240,22906386,2014-12-31
"11118",31,"Dubuque","Cascade","061","19",2015,"2014-12-31",132,6726513,2014-12-31
"11119",31,"Dubuque","Peosta","061","19",2015,"2014-12-31",104,4553117,2014-12-31
"11120",31,"Dubuque","Farley","061","19",2015,"2014-12-31",72,2240520,2014-12-31
"11121",31,"Dubuque","Epworth","061","19",2015,"2014-12-31",65,2314285,2014-12-31
"11122",31,"Dubuque","Holy Cross","061","19",2015,"2014-12-31",38,838110,2014-12-31
"11123",31,"Dubuque","New Vienna","061","19",2015,"2014-12-31",35,2020358,2014-12-31
"11124",31,"Dubuque","Durango","061","19",2015,"2014-12-31",34,779987,2014-12-31
"11125",31,"Dubuque","Sherrill","061","19",2015,"2014-12-31",30,790561,2014-12-31
"11126",31,"Dubuque","Worthington","061","19",2015,"2014-12-31",29,3328686,2014-12-31
"11127",31,"Dubuque","Bernard","061","19",2015,"2014-12-31",28,351382,2014-12-31
"11128",31,"Dubuque","Asbury","061","19",2015,"2014-12-31",17,166589,2014-12-31
"11129",31,"Dubuque","Zwingle","061","19",2015,"2014-12-31",13,152574,2014-12-31
"11130",31,"Dubuque","Other","061","19",2015,"2014-12-31",44,945786,2014-12-31
"11131",32,"Emmet","Estherville","063","19",2015,"2014-12-31",297,19339271,2014-12-31
"11132",32,"Emmet","Armstrong","063","19",2015,"2014-12-31",80,2329080,2014-12-31
"11133",32,"Emmet","Ringsted","063","19",2015,"2014-12-31",27,599774,2014-12-31
"11134",32,"Emmet","Wallingford","063","19",2015,"2014-12-31",18,102355,2014-12-31
"11135",32,"Emmet","Dolliver","063","19",2015,"2014-12-31",12,313221,2014-12-31
"11136",32,"Emmet","Other","063","19",2015,"2014-12-31",8,133243,2014-12-31
"11137",33,"Fayette","Oelwein","065","19",2015,"2014-12-31",240,16767582,2014-12-31
"11138",33,"Fayette","West Union","065","19",2015,"2014-12-31",179,8356631,2014-12-31
"11139",33,"Fayette","Fayette","065","19",2015,"2014-12-31",74,2132058,2014-12-31
"11140",33,"Fayette","Elgin","065","19",2015,"2014-12-31",54,2239890,2014-12-31
"11141",33,"Fayette","Clermont","065","19",2015,"2014-12-31",52,1130468,2014-12-31
"11142",33,"Fayette","Hawkeye","065","19",2015,"2014-12-31",39,615564,2014-12-31
"11143",33,"Fayette","Maynard","065","19",2015,"2014-12-31",36,682687,2014-12-31
"11144",33,"Fayette","Arlington","065","19",2015,"2014-12-31",27,321003,2014-12-31
"11145",33,"Fayette","Waucoma","065","19",2015,"2014-12-31",27,977014,2014-12-31
"11146",33,"Fayette","Wadena","065","19",2015,"2014-12-31",23,167794,2014-12-31
"11147",33,"Fayette","Randalia","065","19",2015,"2014-12-31",14,242157,2014-12-31
"11148",33,"Fayette","Westgate","065","19",2015,"2014-12-31",14,234534,2014-12-31
"11149",33,"Fayette","St. Lucas","065","19",2015,"2014-12-31",12,261082,2014-12-31
"11150",33,"Fayette","Other","065","19",2015,"2014-12-31",42,719798,2014-12-31
"11151",34,"Floyd","Charles City","067","19",2015,"2014-12-31",409,24383654,2014-12-31
"11152",34,"Floyd","Nora Springs","067","19",2015,"2014-12-31",67,1414735,2014-12-31
"11153",34,"Floyd","Rockford","067","19",2015,"2014-12-31",47,723392,2014-12-31
"11154",34,"Floyd","Rudd","067","19",2015,"2014-12-31",40,418382,2014-12-31
"11155",34,"Floyd","Floyd","067","19",2015,"2014-12-31",36,2255419,2014-12-31
"11156",34,"Floyd","Marble Rock","067","19",2015,"2014-12-31",24,736208,2014-12-31
"11157",34,"Floyd","Other","067","19",2015,"2014-12-31",46,1488093,2014-12-31
"11158",35,"Franklin","Hampton","069","19",2015,"2014-12-31",259,13935287,2014-12-31
"11159",35,"Franklin","Sheffield","069","19",2015,"2014-12-31",64,1898874,2014-12-31
"11160",35,"Franklin","Ackley","069","19",2015,"2014-12-31",24,147187,2014-12-31
"11161",35,"Franklin","Geneva","069","19",2015,"2014-12-31",23,197232,2014-12-31
"11162",35,"Franklin","Latimer","069","19",2015,"2014-12-31",23,1020620,2014-12-31
"11163",35,"Franklin","Alexander","069","19",2015,"2014-12-31",20,82777,2014-12-31
"11164",35,"Franklin","Dows","069","19",2015,"2014-12-31",14,508096,2014-12-31
"11165",35,"Franklin","Other","069","19",2015,"2014-12-31",41,335953,2014-12-31
"11166",36,"Fremont","Sidney","071","19",2015,"2014-12-31",65,1077575,2014-12-31
"11167",36,"Fremont","Hamburg","071","19",2015,"2014-12-31",62,1922123,2014-12-31
"11168",36,"Fremont","Tabor","071","19",2015,"2014-12-31",44,797967,2014-12-31
"11169",36,"Fremont","Shenandoah","071","19",2015,"2014-12-31",22,6402004,2014-12-31
"11170",36,"Fremont","Farragut","071","19",2015,"2014-12-31",21,207830,2014-12-31
"11171",36,"Fremont","Riverton","071","19",2015,"2014-12-31",13,130872,2014-12-31
"11172",36,"Fremont","Randolph","071","19",2015,"2014-12-31",10,67501,2014-12-31
"11173",36,"Fremont","Other","071","19",2015,"2014-12-31",61,8163909,2014-12-31
"11174",37,"Greene","Jefferson","073","19",2015,"2014-12-31",233,13943675,2014-12-31
"11175",37,"Greene","Scranton","073","19",2015,"2014-12-31",37,1018229,2014-12-31
"11176",37,"Greene","Grand Junction","073","19",2015,"2014-12-31",32,2282540,2014-12-31
"11177",37,"Greene","Churdan","073","19",2015,"2014-12-31",29,289638,2014-12-31
"11178",37,"Greene","Paton","073","19",2015,"2014-12-31",21,1750961,2014-12-31
"11179",37,"Greene","Rippey","073","19",2015,"2014-12-31",21,297076,2014-12-31
"11180",37,"Greene","Other","073","19",2015,"2014-12-31",16,193169,2014-12-31
"11181",38,"Grundy","Grundy Center","075","19",2015,"2014-12-31",147,6812574,2014-12-31
"11182",38,"Grundy","Reinbeck","075","19",2015,"2014-12-31",93,3876269,2014-12-31
"11183",38,"Grundy","Conrad","075","19",2015,"2014-12-31",78,2252194,2014-12-31
"11184",38,"Grundy","Dike","075","19",2015,"2014-12-31",47,2094446,2014-12-31
"11185",38,"Grundy","Wellsburg","075","19",2015,"2014-12-31",46,1053615,2014-12-31
"11186",38,"Grundy","Beaman","075","19",2015,"2014-12-31",14,141280,2014-12-31
"11187",38,"Grundy","Holland","075","19",2015,"2014-12-31",14,681059,2014-12-31
"11188",38,"Grundy","Other","075","19",2015,"2014-12-31",35,386482,2014-12-31
"11189",39,"Guthrie","Guthrie Center","077","19",2015,"2014-12-31",144,4252478,2014-12-31
"11190",39,"Guthrie","Panora","077","19",2015,"2014-12-31",144,5837743,2014-12-31
"11191",39,"Guthrie","Stuart","077","19",2015,"2014-12-31",50,2194455,2014-12-31
"11192",39,"Guthrie","Bayard","077","19",2015,"2014-12-31",35,803190,2014-12-31
"11193",39,"Guthrie","Casey","077","19",2015,"2014-12-31",26,465305,2014-12-31
"11194",39,"Guthrie","Menlo","077","19",2015,"2014-12-31",24,1661048,2014-12-31
"11195",39,"Guthrie","Yale","077","19",2015,"2014-12-31",22,288963,2014-12-31
"11196",39,"Guthrie","Adair","077","19",2015,"2014-12-31",13,645180,2014-12-31
"11197",39,"Guthrie","Bagley","077","19",2015,"2014-12-31",13,164937,2014-12-31
"11198",39,"Guthrie","Other","077","19",2015,"2014-12-31",22,88985,2014-12-31
"11199",40,"Hamilton","Webster City","079","19",2015,"2014-12-31",332,20354166,2014-12-31
"11200",40,"Hamilton","Jewell Junction","079","19",2015,"2014-12-31",56,1298837,2014-12-31
"11201",40,"Hamilton","Stratford","079","19",2015,"2014-12-31",40,1192266,2014-12-31
"11202",40,"Hamilton","Ellsworth","079","19",2015,"2014-12-31",34,1605779,2014-12-31
"11203",40,"Hamilton","Williams","079","19",2015,"2014-12-31",26,1712749,2014-12-31
"11204",40,"Hamilton","Stanhope","079","19",2015,"2014-12-31",20,566565,2014-12-31
"11205",40,"Hamilton","Blairsburg","079","19",2015,"2014-12-31",15,286813,2014-12-31
"11206",40,"Hamilton","Randall","079","19",2015,"2014-12-31",13,165059,2014-12-31
"11207",40,"Hamilton","Kamrar","079","19",2015,"2014-12-31",11,321189,2014-12-31
"11208",40,"Hamilton","Other","079","19",2015,"2014-12-31",16,442356,2014-12-31
"11209",41,"Hancock","Garner","081","19",2015,"2014-12-31",187,9863087,2014-12-31
"11210",41,"Hancock","Britt","081","19",2015,"2014-12-31",128,3118111,2014-12-31
"11211",41,"Hancock","Forest City","081","19",2015,"2014-12-31",49,3866268,2014-12-31
"11212",41,"Hancock","Kanawha","081","19",2015,"2014-12-31",39,1523467,2014-12-31
"11213",41,"Hancock","Corwith","081","19",2015,"2014-12-31",20,499345,2014-12-31
"11214",41,"Hancock","Klemme","081","19",2015,"2014-12-31",18,271925,2014-12-31
"11215",41,"Hancock","Woden","081","19",2015,"2014-12-31",16,193830,2014-12-31
"11216",41,"Hancock","Crystal Lake","081","19",2015,"2014-12-31",15,109470,2014-12-31
"11217",41,"Hancock","Other","081","19",2015,"2014-12-31",21,162449,2014-12-31
"11218",42,"Hardin","Iowa Falls","083","19",2015,"2014-12-31",307,25705686,2014-12-31
"11219",42,"Hardin","Eldora","083","19",2015,"2014-12-31",158,4837510,2014-12-31
"11220",42,"Hardin","Ackley","083","19",2015,"2014-12-31",87,1971426,2014-12-31
"11221",42,"Hardin","Alden","083","19",2015,"2014-12-31",60,2047047,2014-12-31
"11222",42,"Hardin","Hubbard","083","19",2015,"2014-12-31",58,3432887,2014-12-31
"11223",42,"Hardin","Radcliffe","083","19",2015,"2014-12-31",32,1173828,2014-12-31
"11224",42,"Hardin","Union","083","19",2015,"2014-12-31",28,1365891,2014-12-31
"11225",42,"Hardin","New Providence","083","19",2015,"2014-12-31",17,258175,2014-12-31
"11226",42,"Hardin","Steamboat Rock","083","19",2015,"2014-12-31",16,320115,2014-12-31
"11227",42,"Hardin","Other","083","19",2015,"2014-12-31",32,947343,2014-12-31
"11228",43,"Harrison","Missouri Valley","085","19",2015,"2014-12-31",179,8722326,2014-12-31
"11229",43,"Harrison","Woodbine","085","19",2015,"2014-12-31",93,2967795,2014-12-31
"11230",43,"Harrison","Logan","085","19",2015,"2014-12-31",86,1910754,2014-12-31
"11231",43,"Harrison","Dunlap","085","19",2015,"2014-12-31",76,2713879,2014-12-31
"11232",43,"Harrison","Mondamin","085","19",2015,"2014-12-31",21,248271,2014-12-31
"11233",43,"Harrison","Persia","085","19",2015,"2014-12-31",17,116559,2014-12-31
"11234",43,"Harrison","Pisgah","085","19",2015,"2014-12-31",16,238703,2014-12-31
"11235",43,"Harrison","Modale","085","19",2015,"2014-12-31",13,230650,2014-12-31
"11236",43,"Harrison","Other","085","19",2015,"2014-12-31",31,122816,2014-12-31
"11237",44,"Henry","Mount Pleasant","087","19",2015,"2014-12-31",449,38132324,2014-12-31
"11238",44,"Henry","New London","087","19",2015,"2014-12-31",90,2803259,2014-12-31
"11239",44,"Henry","Wayland","087","19",2015,"2014-12-31",63,2036860,2014-12-31
"11240",44,"Henry","Winfield","087","19",2015,"2014-12-31",58,1473825,2014-12-31
"11241",44,"Henry","Salem","087","19",2015,"2014-12-31",34,690313,2014-12-31
"11242",44,"Henry","Mount Union","087","19",2015,"2014-12-31",17,625939,2014-12-31
"11243",44,"Henry","Olds","087","19",2015,"2014-12-31",14,368549,2014-12-31
"11244",44,"Henry","Other","087","19",2015,"2014-12-31",25,115286,2014-12-31
"11245",45,"Howard","Cresco","089","19",2015,"2014-12-31",271,13993603,2014-12-31
"11246",45,"Howard","Lime Springs","089","19",2015,"2014-12-31",59,730775,2014-12-31
"11247",45,"Howard","Elma","089","19",2015,"2014-12-31",55,1600156,2014-12-31
"11248",45,"Howard","Riceville","089","19",2015,"2014-12-31",38,1149601,2014-12-31
"11249",45,"Howard","Protivin","089","19",2015,"2014-12-31",18,1270488,2014-12-31
"11250",45,"Howard","Chester","089","19",2015,"2014-12-31",15,211047,2014-12-31
"11251",45,"Howard","Other","089","19",2015,"2014-12-31",13,753127,2014-12-31
"11252",46,"Humboldt","Humboldt","091","19",2015,"2014-12-31",256,16614617,2014-12-31
"11253",46,"Humboldt","Livermore","091","19",2015,"2014-12-31",33,372716,2014-12-31
"11254",46,"Humboldt","Dakota City","091","19",2015,"2014-12-31",27,617139,2014-12-31
"11255",46,"Humboldt","Gilmore City","091","19",2015,"2014-12-31",19,436025,2014-12-31
"11256",46,"Humboldt","Renwick","091","19",2015,"2014-12-31",18,477951,2014-12-31
"11257",46,"Humboldt","Bode","091","19",2015,"2014-12-31",11,435319,2014-12-31
"11258",46,"Humboldt","Hardy","091","19",2015,"2014-12-31",11,144321,2014-12-31
"11259",46,"Humboldt","Ottosen","091","19",2015,"2014-12-31",10,363639,2014-12-31
"11260",46,"Humboldt","Other","091","19",2015,"2014-12-31",33,658847,2014-12-31
