"","feature_id","feature_name","State","County","elev_in_m","elev_in_ft","map_name","lat","long"
"2290",1996002,"Calhoun Post Office (historical)","IA","Calhoun",348,1142,"Lohrville",42.2522035,-94.5538644
"2291",1996004,"Cooper Post Office (historical)","IA","Greene",327,1073,"Cooper",41.9208175,-94.3446888
"2292",1996013,"Churdan Post Office","IA","Greene",342,1122,"Churdan",42.1550969,-94.4777364
"2293",1996015,"Safeside Post Office (historical)","IA","Guthrie",416,1365,"Casey",41.5930425,-94.5835846
"2294",1996016,"Jobes Post Office (historical)","IA","Guthrie",449,1473,"Adair North",41.5902646,-94.7002557
"2295",1996017,"Herndon Post Office (historical)","IA","Guthrie",323,1060,"Yale",41.8455408,-94.3494109
"2296",1996019,"Dale Post Office (historical)","IA","Guthrie",306,1004,"Stuart North",41.5958207,-94.3419088
"2297",1996020,"West Milton Post Office (historical)","IA","Guthrie",304,997,"Stuart North",41.5610989,-94.2835728
"2298",1996021,"Graceville Post Office (historical)","IA","Guthrie",384,1260,"North Branch",41.6883197,-94.6280314
"2299",1996022,"Harrison Post Office (historical)","IA","Guthrie",437,1434,"North Branch",41.6916531,-94.7155347
"2300",1996023,"Beargrove Post Office (historical)","IA","Guthrie",419,1375,"North Branch",41.6455422,-94.6288644
"2301",1996024,"North Branch Post Office (historical)","IA","Guthrie",428,1404,"North Branch",41.6458199,-94.7152566
"2302",1996025,"Nelson Post Office (historical)","IA","Guthrie",438,1437,"North Branch",41.6891531,-94.7066455
"2303",1996026,"Glendon Post Office (historical)","IA","Guthrie",318,1043,"Menlo",41.5944316,-94.4021888
"2304",1996028,"Ridgeway Post Office (historical)","IA","Guthrie",385,1263,"Menlo",41.5194319,-94.4285781
"2305",1996029,"Ava Post Office (historical)","IA","Guthrie",316,1037,"Menlo",41.6194315,-94.4058003
"2306",1996030,"Mada Post Office (historical)","IA","Guthrie",349,1145,"Guthrie Center West",41.7360973,-94.6113644
"2307",1996031,"Wichita Post Office (historical)","IA","Guthrie",355,1165,"Guthrie Center West",41.7333196,-94.6041419
"2308",1996032,"Monteith Post Office (historical)","IA","Guthrie",323,1060,"Guthrie Center East",41.6313758,-94.428579
"2309",1996034,"Fanslers Post Office (historical)","IA","Guthrie",328,1076,"Guthrie Center East",41.7497085,-94.4558032
"2310",1996035,"Brushy Valley Post Office (historical)","IA","Guthrie",376,1234,"Coon Rapids South",41.8305417,-94.723869
"2311",1996036,"Orange Grove Post Office (historical)","IA","Guthrie",363,1191,"Coon Rapids South",41.8152639,-94.7197021
"2312",1996037,"Tuttle Grove Post Office (historical)","IA","Guthrie",389,1276,"Coon Rapids South",41.8208194,-94.7197021
"2313",1996038,"Erastus Post Office (historical)","IA","Guthrie",386,1266,"Coon Rapids South",41.7652639,-94.6477548
"2314",1996039,"Dalmanutha Post Office (historical)","IA","Guthrie",411,1348,"Casey",41.5902647,-94.548861
"2315",1996040,"Moffit Post Office (historical)","IA","Guthrie",368,1207,"Bagley",41.7680417,-94.4558033
"2316",1996041,"Stuart Post Office","IA","Guthrie",367,1204,"Stuart North",41.5046571,-94.316525
"2317",1996063,"Panora Post Office","IA","Guthrie",326,1070,"Panora",41.6908791,-94.3630828
"2318",1996078,"Menlo Post Office","IA","Guthrie",386,1266,"Menlo",41.5201464,-94.4043325
"2319",1996093,"Guthrie Center Post Office","IA","Guthrie",342,1122,"Guthrie Center West",41.6776545,-94.5019916
"2320",1996112,"Casey Post Office","IA","Guthrie",385,1263,"Casey",41.5065766,-94.5188673
"2321",1996117,"Bayard Post Office","IA","Guthrie",346,1135,"Bayard",41.8508654,-94.5577762
"2322",1996136,"Bagley Post Office","IA","Guthrie",336,1102,"Bagley",41.8476026,-94.4293303
"2323",1996145,"Yale Post Office","IA","Guthrie",344,1129,"Yale",41.775415,-94.3552212
"2324",1996149,"Jamaica Post Office","IA","Guthrie",318,1043,"Yale",41.8457006,-94.3077649
"2325",1996190,"Moran Post Office (historical)","IA","Dallas",285,935,"Woodward",41.8108196,-93.9077284
"2326",1996192,"Ortonville Post Office (historical)","IA","Dallas",316,1037,"Waukee",41.6149883,-93.9596734
"2327",1996194,"Gardiner Post Office (historical)","IA","Dallas",290,951,"Perry",41.82443,-94.0280102
"2328",1996195,"Ephesus Post Office (historical)","IA","Dallas",303,994,"Adel NW",41.7305425,-94.1502363
"2329",1996196,"Langfitt Post Office (historical)","IA","Dallas",301,988,"Adel NW",41.6888761,-94.1627364
"2330",1996197,"Panther Post Office (historical)","IA","Dallas",309,1014,"Panther",41.6883206,-94.1063455
"2331",1996198,"Linn Post Office (historical)","IA","Dallas",342,1122,"Panora",41.6444317,-94.2757956
"2332",1996199,"Ingersoll Post Office (historical)","IA","Dallas",259,850,"Grimes",41.731932,-93.8210588
"2333",1996201,"Fairland Post Office (historical)","IA","Dallas",301,988,"Dallas Center",41.7458206,-93.880783
"2334",1996202,"Osprey Post Office (historical)","IA","Dallas",304,997,"Grimes",41.6805437,-93.8146693
"2335",1996203,"Brough Post Office (historical)","IA","Dallas",318,1043,"Adel NW",41.7460978,-94.1946824
"2336",1996205,"Kennedy Post Office (historical)","IA","Dallas",290,951,"Adel",41.6066546,-94.1249566
"2337",1996206,"Chattanooga Post Office (historical)","IA","Dallas",324,1063,"Adel",41.5249887,-94.0807878
"2338",1996212,"Waukee Post Office","IA","Dallas",313,1027,"Waukee",41.6143721,-93.8844212
"2339",1996230,"Woodward Post Office","IA","Dallas",326,1070,"Woodward",41.856225,-93.9222967
"2340",1996246,"Van Meter Post Office","IA","Dallas",267,876,"Waukee",41.5332548,-93.9555105
"2341",1996250,"Redfield Post Office","IA","Dallas",295,968,"Redfield",41.5904203,-94.196928
"2342",1996261,"Minburn Post Office","IA","Dallas",318,1043,"Perry",41.7552309,-94.0297567
"2343",1996265,"Granger Post Office","IA","Dallas",270,886,"Granger",41.7602545,-93.8186155
"2344",1996278,"Dexter Post Office","IA","Dallas",351,1152,"Redfield",41.5161057,-94.2284386
"2345",1996288,"De Soto Post Office","IA","Dallas",290,951,"Adel",41.5342426,-94.0119951
"2346",1996301,"Dallas Center Post Office","IA","Dallas",326,1070,"Dallas Center",41.6837744,-93.9609554
"2347",1996311,"Perry Post Office","IA","Dallas",294,965,"Perry",41.8421468,-94.1047664
"2348",1996341,"Linden Post Office","IA","Dallas",345,1132,"Panora",41.6426396,-94.2694554
"2349",1996348,"Dawson Post Office","IA","Dallas",316,1037,"Dawson",41.8439542,-94.221835
"2350",1996352,"Bouton Post Office","IA","Dallas",290,951,"Perry",41.8525461,-94.0081443
"2351",1996359,"Booneville Post Office","IA","Dallas",260,853,"Waukee",41.5239876,-93.8842975
"2352",1996370,"Adel Post Office","IA","Dallas",279,915,"Adel",41.6088066,-94.0165105
"2353",1996435,"Zenorsville Post Office (historical)","IA","Boone",301,988,"Ames West",42.0999838,-93.7085539
"2354",1996437,"Jordan Post Office (historical)","IA","Boone",336,1102,"Boone East",42.0491506,-93.7841128
"2355",1996438,"Riverside Post Office (historical)","IA","Boone",339,1112,"Boone West",42.0999806,-93.9460628
"2356",1996440,"Incline Post Office (historical)","IA","Boone",325,1066,"Boone West",42.0694259,-93.9405073
"2357",1996441,"River Side Post Office (historical)","IA","Boone",325,1066,"Boone West",42.0694259,-93.9405073
"2358",1996443,"Angus Post Office (historical)","IA","Boone",312,1024,"Rippey",41.8833178,-94.1574595
"2359",1996444,"Jehu Post Office (historical)","IA","Boone",317,1040,"Madrid NW",41.9360954,-93.9327294
"2360",1996445,"Marcy Post Office (historical)","IA","Boone",330,1083,"Madrid NW",41.9994276,-93.9432855
"2361",1996446,"Prairie Hill Post Office (historical)","IA","Boone",329,1079,"Madrid NW",41.9222065,-93.95023
"2362",1996447,"Rosendale Post Office (historical)","IA","Boone",333,1093,"Ames NW",42.208315,-93.7168865
"2363",1996448,"Mackey Post Office (historical)","IA","Boone",307,1007,"Mackey",42.1663708,-93.7568884
"2364",1996449,"Griffin Post Office (historical)","IA","Boone",314,1030,"Mackey",42.1888697,-93.7946674
"2365",1996450,"Belle Point Post Office (historical)","IA","Boone",324,1063,"Luther",41.9430407,-93.8252258
"2366",1996452,"Garden Post Office (historical)","IA","Boone",321,1053,"Luther",41.9363746,-93.7668905
"2367",1996453,"Worth Post Office (historical)","IA","Boone",328,1076,"Luther",41.9644292,-93.8338372
"2368",1996454,"Mineral Ridge Post Office (historical)","IA","Boone",364,1194,"Fraser",42.176368,-93.9171723
"2369",1996455,"Fraser Post Office (historical)","IA","Boone",293,961,"Fraser",42.1272019,-93.9649523
"2370",1996456,"Carson's Point Post Office (historical)","IA","Boone",351,1152,"Fraser",42.1883108,-93.9996756
"2371",1996457,"Berkley Post Office (historical)","IA","Boone",301,988,"Berkley",41.9449834,-94.1146804
"2372",1996464,"Boone Post Office","IA","Boone",346,1135,"Boone West",42.0644995,-93.8826754
"2373",1996500,"Madrid Post Office","IA","Boone",310,1017,"Luther",41.8750575,-93.8232275
"2374",1996519,"Boxholm Post Office","IA","Boone",352,1155,"Boxholm",42.1757665,-94.1049574
"2375",1996523,"Pilot Mound Post Office","IA","Boone",337,1106,"Boxholm",42.1620314,-94.0175463
"2376",1996531,"Ogden Post Office","IA","Boone",332,1089,"Ogden",42.0378229,-94.0322647
"2377",1996547,"Moingona Post Office (historical)","IA","Boone",280,919,"Boone West",42.0169273,-93.9324517
"2378",1996553,"Luther Post Office (historical)","IA","Boone",335,1099,"Luther",41.9677627,-93.8188366
"2379",1996557,"Beaver Post Office","IA","Boone",312,1024,"Grand Junction",42.0366556,-94.1429062
"2380",1996584,"Boonesboro Post Office (historical)","IA","Boone",339,1112,"Boone West",42.0610932,-93.9085616
"2381",1996599,"Industry Post Office (historical)","IA","Webster",343,1125,"Vincent",42.5571919,-94.0899561
"2382",1996600,"Belleville Post Office (historical)","IA","Webster",280,919,"Stratford",42.3138643,-93.9335609
"2383",1996601,"Casady Post Office (historical)","IA","Webster",346,1135,"Boxholm",42.2235877,-94.0168985
"2384",1996602,"McGuire Post Office (historical)","IA","Webster",310,1017,"Stratford",42.3430293,-93.9835629
"2385",1996604,"Lena Post Office (historical)","IA","Webster",344,1129,"Paton",42.220533,-94.2877433
"2386",1996605,"Roelyn Post Office (historical)","IA","Webster",354,1161,"Moorland",42.4135858,-94.3574685
"2387",1996608,"Linnburg Post Office (historical)","IA","Webster",282,925,"Lehigh",42.2610866,-94.0043978
"2388",1996609,"Lanyon Post Office (historical)","IA","Webster",358,1175,"Lanyon",42.2224766,-94.1952395
"2389",1996612,"Lundgren Post Office (historical)","IA","Webster",349,1145,"Harcourt",42.3685839,-94.1746829
"2390",1996614,"Crooks Post Office (historical)","IA","Webster",354,1161,"Harcourt",42.3255295,-94.1738496
"2391",1996615,"Palmgrove Post Office (historical)","IA","Webster",354,1161,"Harcourt",42.3255295,-94.1738496
"2392",1996616,"Greenside Post Office (historical)","IA","Webster",343,1125,"Fort Dodge South",42.4555261,-94.203851
"2393",1996618,"Coalville Post Office (historical)","IA","Webster",341,1119,"Fort Dodge South",42.4452485,-94.1257916
"2394",1996620,"Kalo Post Office (historical)","IA","Webster",298,978,"Fort Dodge South",42.4310822,-94.131903
"2395",1996621,"Shady Oak Post Office (historical)","IA","Webster",298,978,"Fort Dodge South",42.461637,-94.1569042
"2396",1996623,"Carbon Junction Post Office (historical)","IA","Webster",340,1115,"Fort Dodge South",42.4749699,-94.1257915
"2397",1996625,"Carbon Post Office (historical)","IA","Webster",340,1115,"Fort Dodge South",42.4749699,-94.1257915
"2398",1996626,"Gypsum Post Office (historical)","IA","Webster",340,1115,"Fort Dodge South",42.4749699,-94.1257915
"2399",1996628,"Latham Post Office (historical)","IA","Webster",315,1033,"Fort Dodge North",42.5999703,-94.2307968
"2400",1996629,"Slifer Post Office (historical)","IA","Webster",348,1142,"Farnhamville",42.3413656,-94.3785803
"2401",1996631,"Brushy Post Office (historical)","IA","Webster",334,1096,"Evanston",42.4308043,-94.0102302
"2402",1996633,"Border Plains Post Office (historical)","IA","Webster",329,1079,"Evanston",42.3980275,-94.0480101
"2403",1996634,"Evanston Post Office (historical)","IA","Webster",337,1106,"Evanston",42.4341377,-94.0577326
"2404",1996636,"Judd Post Office (historical)","IA","Webster",339,1112,"Evanston",42.4721921,-94.0496764
"2405",1996639,"Flugstad Post Office (historical)","IA","Webster",338,1109,"Duncombe",42.448583,-93.9335598
"2406",1996640,"Jackson Centre Post Office (historical)","IA","Webster",347,1138,"Fort Dodge South",42.4944139,-94.2474644
"2407",1996641,"McLaughlin's Grove Post Office (historical)","IA","Webster",349,1145,"Moorland",42.4944154,-94.2960774
"2408",1996658,"Fort Dodge Post Office","IA","Webster",340,1115,"Fort Dodge South",42.4995549,-94.141923
"2409",1996754,"Vincent Post Office","IA","Webster",346,1135,"Vincent",42.5920026,-94.0206719
"2410",1996759,"Otho Post Office (historical)","IA","Webster",342,1122,"Fort Dodge South",42.4246935,-94.1502372
"2411",1996770,"Moorland Post Office","IA","Webster",351,1152,"Moorland",42.4413985,-94.2920993
"2412",1996775,"Lehigh Post Office","IA","Webster",290,951,"Lehigh",42.3602815,-94.0518444
"2413",1996779,"Harcourt Post Office","IA","Webster",357,1171,"Harcourt",42.2637295,-94.1755673
"2414",1996787,"Gowrie Post Office","IA","Webster",346,1135,"Gowrie",42.2815075,-94.2882393
"2415",1996805,"Duncombe Post Office","IA","Webster",338,1109,"Duncombe",42.4708786,-93.9934477
"2416",1996812,"Dayton Post Office","IA","Webster",345,1132,"Lehigh",42.2617424,-94.0694613
"2417",1996824,"Clare Post Office","IA","Webster",370,1214,"Clare",42.5876327,-94.3454257
"2418",1996832,"Callender Post Office","IA","Webster",352,1155,"Gowrie",42.3620405,-94.2929939
"2419",1996837,"Burnside Post Office","IA","Webster",348,1142,"Lehigh",42.3456805,-94.1078413
"2420",1996841,"Barnum Post Office","IA","Webster",359,1178,"Clare",42.5088039,-94.3659043
"2421",1996842,"Badger Post Office","IA","Webster",353,1158,"Fort Dodge North",42.6150014,-94.1460573
"2422",1996875,"Poplar Grove Post Office (historical)","IA","Hamilton",338,1109,"Webster City",42.4138634,-93.8543898
"2423",1996876,"Hook's Point Post Office (historical)","IA","Hamilton",331,1086,"Stratford",42.2902541,-93.9155049
"2424",1996877,"Tunnel Post Office (historical)","IA","Hamilton",298,978,"Stanhope",42.3499763,-93.840501
"2425",1996879,"Lake Center Post Office (historical)","IA","Hamilton",341,1119,"Stanhope",42.2958126,-93.7516089
"2426",1996880,"Homer Post Office (historical)","IA","Hamilton",336,1102,"Stratford",42.373863,-93.92356
"2427",1996882,"Highview Post Office (historical)","IA","Hamilton",346,1135,"Duncombe",42.4716385,-93.9127253
"2428",1996883,"Russell's Grove Post Office (historical)","IA","Hamilton",340,1115,"Duncombe",42.4708049,-93.9252259
"2429",1996925,"Williams Post Office","IA","Hamilton",370,1214,"Williams",42.4876232,-93.5444021
"2430",1996927,"Webster City Post Office","IA","Hamilton",318,1043,"Webster City",42.4682124,-93.8176724
"2431",1996942,"Stratford Post Office","IA","Hamilton",339,1112,"Stratford",42.2701685,-93.9268064
"2432",1996956,"Stanhope Post Office","IA","Hamilton",340,1115,"Stanhope",42.2898126,-93.7962704
"2433",1996969,"Jewell Post Office","IA","Hamilton",322,1056,"Jewell",42.3067353,-93.6402866
"2434",1996988,"Blairsburg Post Office","IA","Hamilton",375,1230,"Blairsburg",42.4802959,-93.643363
"2435",1997000,"Ellsworth Post Office","IA","Hamilton",331,1086,"Ellsworth",42.3121424,-93.5790445
"2436",1997005,"Lakin's Grove Post Office (historical)","IA","Hamilton",336,1102,"Ellsworth",42.3333144,-93.6002141
"2437",1997006,"Kamrar Post Office","IA","Hamilton",340,1115,"Blairsburg",42.3946142,-93.7278768
"2438",1997016,"Randall Post Office","IA","Hamilton",313,1027,"Story City",42.2365311,-93.6024594
"2439",1997023,"Capron Post Office (historical)","IA","Marshall",318,1043,"Melbourne",41.9438773,-93.0590891
"2440",1997024,"Galvin Post Office (historical)","IA","Marshall",289,948,"LaMoille",42.106931,-93.041868
"2441",1997025,"Hartland Post Office (historical)","IA","Marshall",308,1010,"LaMoille",42.0791537,-93.03909
"2442",1997026,"Bangor Post Office (historical)","IA","Marshall",308,1010,"Union",42.1733191,-93.0935357
"2443",1997027,"Bromley Post Office (historical)","IA","Marshall",285,935,"State Center",42.1188754,-93.1296472
"2444",1997029,"Malta Post Office (historical)","IA","Marshall",322,1056,"Melbourne",41.9708214,-93.1168686
"2445",1997031,"Vancleve Post Office (historical)","IA","Marshall",320,1050,"Melbourne",41.9313776,-93.019088
"2446",1997033,"Reedsville Post Office (historical)","IA","Marshall",297,974,"Le Grand",42.0638771,-92.7918657
"2447",1997034,"Gowanda Post Office (historical)","IA","Marshall",294,965,"Le Grand",42.0833211,-92.8251994
"2448",1997035,"Rockton Post Office (historical)","IA","Marshall",269,883,"Le Grand",42.0680435,-92.8404771
"2449",1997038,"Quarry Post Office (historical)","IA","Marshall",271,889,"Le Grand",42.0172111,-92.8051986
"2450",1997039,"La Moille Post Office (historical)","IA","Marshall",295,968,"LaMoille",42.0305432,-93.0385341
"2451",1997041,"Marietta Post Office (historical)","IA","Marshall",272,892,"LaMoille",42.0830425,-93.0004783
"2452",1997044,"Pickering Post Office (historical)","IA","Marshall",309,1014,"Gilman",41.9408232,-92.8165858
"2453",1997046,"Dunbar Post Office (historical)","IA","Marshall",286,938,"Gilman",41.9408233,-92.7965856
"2454",1997049,"Dillon Post Office (historical)","IA","Marshall",298,978,"Gilman",41.9769337,-92.8240868
"2455",1997050,"Maulsby Post Office (historical)","IA","Marshall",301,988,"Conrad West",42.1447086,-92.9232561
"2456",1997051,"Vienna Post Office (historical)","IA","Marshall",322,1056,"Conrad East",42.1669309,-92.8252003
"2457",1997065,"Marshalltown Post Office","IA","Marshall",282,925,"Marshalltown",42.0464097,-92.9067844
"2458",1997144,"State Center Post Office","IA","Marshall",326,1070,"State Center",42.0165553,-93.1629027
"2459",1997158,"Saint Anthony Post Office","IA","Marshall",306,1004,"State Center NW",42.1252175,-93.1974795
"2460",1997162,"Rhodes Post Office","IA","Marshall",312,1024,"Rhodes",41.9249537,-93.1866125
"2461",1997166,"Melbourne Post Office","IA","Marshall",319,1047,"Melbourne",41.9436819,-93.1030912
"2462",1997169,"Liscomb Post Office","IA","Marshall",307,1007,"Union",42.1891974,-93.0044707
"2463",1997175,"Le Grand Post Office","IA","Marshall",284,932,"Le Grand",42.0068932,-92.7761616
"2464",1997184,"Laurel Post Office","IA","Marshall",317,1040,"Laurel",41.8836215,-92.9229067
"2465",1997189,"Haverhill Post Office","IA","Marshall",310,1017,"Laurel",41.943606,-92.9610039
"2466",1997196,"Green Mountain Post Office","IA","Marshall",303,994,"Le Grand",42.1016542,-92.8204774
"2467",1997204,"Gilman Post Office","IA","Marshall",314,1030,"Gilman",41.8797845,-92.7870668
"2468",1997207,"Ferguson Post Office","IA","Marshall",280,919,"Gilman",41.9381554,-92.8650737
"2469",1997212,"Clemons Post Office","IA","Marshall",291,955,"State Center",42.1150894,-93.1592728
"2470",1997223,"Albion Post Office","IA","Marshall",292,958,"Marshalltown",42.1115676,-92.9908158
"2471",1997255,"Luray Post Office (historical)","IA","Marshall",285,935,"Laurel",41.990266,-92.999644
"2472",1997259,"Carnforth Post Office (historical)","IA","Poweshiek",253,830,"Victor",41.7222223,-92.3496286
"2473",1997261,"Stilwell Post Office (historical)","IA","Poweshiek",239,784,"Searsboro",41.5238887,-92.6685239
"2474",1997263,"Foresthome Post Office (historical)","IA","Poweshiek",264,866,"Montezuma",41.5383338,-92.6107448
"2475",1997264,"Ewart Post Office (historical)","IA","Poweshiek",296,971,"Malcom",41.641109,-92.6104663
"2476",1997267,"Jacobs Post Office (historical)","IA","Poweshiek",299,981,"Grinnell South",41.6649964,-92.6688007
"2477",1997268,"Oakgrove Post Office (historical)","IA","Poweshiek",299,981,"Grinnell South",41.6666621,-92.7279687
"2478",1997270,"Sonora Post Office (historical)","IA","Poweshiek",276,906,"Grinnell North",41.8605482,-92.6593585
"2479",1997271,"Chester Center Post Office (historical)","IA","Poweshiek",304,997,"Grinnell North",41.8347147,-92.7063033
"2480",1997272,"Tilton Post Office (historical)","IA","Poweshiek",275,902,"Barnes City",41.5166713,-92.4029627
"2481",1997273,"Tilton Post Office (historical)","IA","Poweshiek",257,843,"Deep River",41.5097277,-92.3524062
"2482",1997281,"Brooklyn Post Office (historical)","IA","Poweshiek",258,846,"Brooklyn",41.741665,-92.4196293
"2483",1997282,"East Brooklyn Post Office (historical)","IA","Poweshiek",258,846,"Brooklyn",41.741665,-92.4196293
"2484",1997332,"Montezuma Post Office","IA","Poweshiek",292,958,"Montezuma",41.5846425,-92.5255984
"2485",1997349,"Malcom Post Office","IA","Poweshiek",286,938,"Malcom",41.7064919,-92.5563955
"2486",1997355,"Hartwick Post Office","IA","Poweshiek",284,932,"Hartwick",41.7847209,-92.3435179
"2487",1997359,"Deep River Post Office","IA","Poweshiek",277,909,"Deep River",41.5798515,-92.3734099
"2488",1997365,"Brooklyn Post Office","IA","Poweshiek",260,853,"Brooklyn",41.7281795,-92.4461939
"2489",1997386,"Grinnell Post Office","IA","Poweshiek",311,1020,"Grinnell South",41.7444685,-92.7238318
"2490",1997427,"Searsboro Post Office","IA","Poweshiek",258,846,"Searsboro",41.5805534,-92.7035243
"2491",1997431,"Guernsey Post Office (historical)","IA","Poweshiek",251,823,"Victor",41.6486132,-92.342684
"2492",1997475,"Mormon Hill Post Office (historical)","IA","Hardin",306,1004,"Union",42.2458181,-93.0293687
"2493",1997476,"Midland Post Office (historical)","IA","Hardin",297,974,"New Providence",42.2513739,-93.1663147
"2494",1997477,"Quebec Post Office (historical)","IA","Hardin",354,1161,"New Providence",42.2958175,-93.2052037
"2495",1997479,"Abbott Post Office (historical)","IA","Hardin",335,1099,"Steamboat Rock",42.485258,-93.0663117
"2496",1997481,"Cleves Post Office (historical)","IA","Hardin",328,1076,"Steamboat Rock",42.4727582,-93.0452004
"2497",1997482,"La Yerba Post Office (historical)","IA","Hardin",327,1073,"Steamboat Rock",42.4724804,-93.0452004
"2498",1997483,"Eagle City Post Office (historical)","IA","Hardin",305,1001,"Owasa",42.4716475,-93.1452018
"2499",1997484,"Link Post Office (historical)","IA","Hardin",346,1135,"Owasa",42.4185929,-93.1604802
"2500",1997485,"Berlin Post Office (historical)","IA","Hardin",346,1135,"Owasa",42.4185929,-93.1604802
"2501",1997486,"Hardin City Post Office (historical)","IA","Hardin",301,988,"Owasa",42.4466479,-93.1296462
"2502",1997487,"Rickord Post Office (historical)","IA","Hardin",301,988,"Owasa",42.4466479,-93.1296462
"2503",1997488,"Hughes Post Office (historical)","IA","Hardin",336,1102,"Owasa",42.3974821,-93.1377022
"2504",1997490,"Owasa Post Office (historical)","IA","Hardin",331,1086,"Owasa",42.4335928,-93.2071473
"2505",1997492,"Bunker Hill Post Office (historical)","IA","Hardin",324,1063,"New Providence",42.3472054,-93.1710363
"2506",1997493,"Lawnhill Post Office (historical)","IA","Hardin",332,1089,"New Providence",42.2977619,-93.17187
"2507",1997495,"Point Pleasant Post Office (historical)","IA","Hardin",336,1102,"New Providence",42.3499833,-93.2321481
"2508",1997496,"Rathon Post Office (historical)","IA","Hardin",353,1158,"Iowa Falls East",42.5394235,-93.1479791
"2509",1997497,"Macy Post Office (historical)","IA","Hardin",353,1158,"Iowa Falls East",42.5394235,-93.1479791
"2510",1997499,"Robertson Post Office (historical)","IA","Hardin",359,1178,"Iowa Falls East",42.5063689,-93.1274235
"2511",1997501,"Idaho Post Office (historical)","IA","Hardin",339,1112,"Hubbard",42.2694291,-93.329651
"2512",1997503,"Sherman Post Office (historical)","IA","Hardin",347,1138,"Hubbard",42.3538718,-93.3738181
"2513",1997504,"Delanti Post Office (historical)","IA","Hardin",288,945,"Eldora",42.3110947,-93.0718688
"2514",1997505,"Xenia Post Office (historical)","IA","Hardin",288,945,"Eldora",42.3110947,-93.0718688
"2515",1997506,"Secor Post Office (historical)","IA","Hardin",288,945,"Eldora",42.3110947,-93.0718688
"2516",1997507,"Eldora Junction Post Office (historical)","IA","Hardin",292,958,"Eldora",42.2972061,-93.0696465
"2517",1997508,"Whitten Post Office","IA","Hardin",316,1037,"Eldora",42.2606354,-93.0048907
"2518",1997510,"Wilke Post Office (historical)","IA","Hardin",350,1148,"Buckeye West",42.4966461,-93.4693744
"2519",1997512,"Cottage Post Office (historical)","IA","Hardin",339,1112,"Buckeye East",42.4044265,-93.310205
"2520",1997513,"Ellis Post Office (historical)","IA","Hardin",357,1171,"Buckeye East",42.4555368,-93.2985377
"2521",1997521,"Iowa Falls Post Office","IA","Hardin",340,1115,"Iowa Falls West",42.5207868,-93.265743
"2522",1997576,"Union Post Office","IA","Hardin",285,935,"Union",42.2454454,-93.0635527
"2523",1997591,"Steamboat Rock Post Office","IA","Hardin",308,1010,"Steamboat Rock",42.4080194,-93.0659326
"2524",1997597,"Ackley Post Office","IA","Hardin",331,1086,"Ackley",42.5529897,-93.0526567
"2525",1997610,"Radcliffe Post Office","IA","Hardin",364,1194,"Radcliffe",42.3136776,-93.4345558
"2526",1997629,"Hubbard Post Office","IA","Hardin",335,1099,"Hubbard",42.3058014,-93.2976606
"2527",1997643,"Eldora Post Office","IA","Hardin",327,1073,"Eldora",42.3608524,-93.1005056
"2528",1997666,"Gifford Post Office (historical)","IA","Hardin",289,948,"Eldora",42.2883174,-93.0904802
"2529",1997667,"Garden City Post Office","IA","Hardin",367,1204,"McCallsburg",42.2456385,-93.39624
"2530",1997673,"New Providence Post Office","IA","Hardin",345,1132,"New Providence",42.2815934,-93.1722036
"2531",1997676,"Buckeye Post Office (historical)","IA","Hardin",352,1155,"Buckeye East",42.4172038,-93.3749287
"2532",1997692,"Alden Post Office","IA","Hardin",339,1112,"Popejoy",42.5206959,-93.3772048
"2533",1999107,"Boardman Post Office (historical)","IA","Story",311,1020,"Ames NW",42.1513729,-93.6335507
"2534",1999109,"Summit Post Office (historical)","IA","Story",317,1040,"Ames NW",42.1527616,-93.6418843
"2535",1999110,"Sunset Post Office (historical)","IA","Story",326,1070,"Zearing",42.1666526,-93.3418742
"2536",1999111,"Sheffield Post Office (historical)","IA","Story",303,994,"Story City",42.1374853,-93.5549368
"2537",1999112,"Johnsons Grove Post Office (historical)","IA","Story",316,1037,"Colo",42.0916534,-93.372431
"2538",1999113,"Fernald Post Office (historical)","IA","Story",317,1040,"Nevada",42.0708202,-93.3949319
"2539",1999115,"Iowa Center Post Office (historical)","IA","Story",288,945,"Maxwell",41.9285989,-93.4052104
"2540",1999116,"Elwell Post Office (historical)","IA","Story",309,1014,"Maxwell",41.8783211,-93.4629903
"2541",1999117,"Shipley Post Office (historical)","IA","Story",292,958,"Huxley",41.9799876,-93.5116032
"2542",1999119,"Point Palestine Post Office (historical)","IA","Story",307,1007,"Huxley",41.9069315,-93.6093846
"2543",1999120,"Colbyville Post Office (historical)","IA","Story",316,1037,"Huxley",41.8916538,-93.6196627
"2544",1999121,"Camden Post Office (historical)","IA","Story",316,1037,"Ames East",42.0555416,-93.5877166
"2545",1999123,"Ontario Post Office (historical)","IA","Story",311,1020,"Ames West",42.0358182,-93.7149437
"2546",1999234,"Ames Post Office","IA","Story",282,925,"Ames East",42.0265695,-93.6140367
"2547",1999345,"Zearing Post Office","IA","Story",323,1060,"Zearing",42.1612204,-93.2977446
"2548",1999359,"Story City Post Office","IA","Story",307,1007,"Story City",42.1873147,-93.5952362
"2549",1999373,"Slater Post Office","IA","Story",319,1047,"Slater",41.8825555,-93.6831925
"2550",1999380,"Roland Post Office","IA","Story",314,1030,"Story City",42.1685494,-93.5008115
"2551",1999389,"McCallsburg Post Office","IA","Story",332,1089,"McCallsburg",42.1650584,-93.3900836
