"","fdid","fire_dept_name","County","dept_type","organization_type","number_stations","active_firefighters_career","active_firefighters_volunteer","active_firefighters_paid_per_call","non_firefighting_civilian","non_firefighting_volunteer","primary_agency_for_em","zip5","zip9","lat","long","Firefighters"
"427","49007","Maquoketa Fire Department","Iowa","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,30,0,0,"FALSE",52060,520602939,42.068466,-90.667838,30
"428","34004","Marble Rock Community Fire Department","Floyd","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,2,"TRUE",50653,50653,42.963819,-92.868417,18
"429","18006","Marcus Fire Department","Cherokee","Volunteer","Local (includes career, combination, and volunteer)",1,0,28,0,0,1,"TRUE",51035,51035,42.823853,-95.808054,28
"430","48004","Marengo Fire Department","Iowa","Volunteer","Local (includes career, combination, and volunteer)",1,0,28,0,0,0,NA,52301,52301,41.800721,-92.0693,28
"431","57012","Marion Fire Department","Linn","Mostly career","Local (includes career, combination, and volunteer)",2,38,0,25,2,6,"FALSE",52302,523029375,42.035676,-91.570063,63
"432","64005","Marion Township Fire Department","Marshall","Volunteer","Local (includes career, combination, and volunteer)",1,0,17,0,0,0,NA,50632,50632,42.102043,-92.820015,17
"433","15006","Marne Fire and Rescue","Cass","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,"TRUE",51552,51552,41.451533,-95.111334,20
"434","64010","Marshalltown Fire Department","Iowa","Career","Local (includes career, combination, and volunteer)",1,27,0,0,1,0,"FALSE",50158,501583217,42.036374,-92.915968,27
"435","53004","Martelle Volunteer Fire Department","Jones","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,"FALSE",52305,52305,42.02036,-91.358938,24
"436","91007","Martensdale Fire Department","Warren","Volunteer","Local (includes career, combination, and volunteer)",0,0,18,0,0,0,NA,50160,501600080,41.373766,-93.74019,18
"437","17003","Mason City Fire Department","Cerro Gordo","Career","Local (includes career, combination, and volunteer)",1,44,0,0,2,0,"FALSE",50401,504013822,43.147253,-93.206638,44
"438","28010","Masonville Volunteer Fire Department","Delaware","Volunteer","Local (includes career, combination, and volunteer)",1,0,19,0,0,0,"TRUE",50654,50654,42.480371,-91.590289,19
"439","15007","Massena Fire Department","Cass","Volunteer","Local (includes career, combination, and volunteer)",1,0,29,0,0,0,NA,50853,50853,41.253474,-94.768879,29
"440","85009","Maxwell Fire Department","Story","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,1,"TRUE",50161,501614489,41.888196,-93.39968,18
"441","72003","May City Fire Department","Osceola","Volunteer","Local (includes career, combination, and volunteer)",1,0,17,0,0,0,"TRUE",51354,51354,43.320667,-95.474901,17
"442","85008","McCallsburg- Warren Township Fire/EMS","Story","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,3,NA,50154,50154,42.165227,-93.389011,20
"443","82010","McCausland Volunteer Fire Department, Inc.","Scott","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,NA,52758,527580207,41.745483,-90.444835,25
"444","78008","McClelland Volunteer Fire Department","Pottawattamie","Volunteer","Local (includes career, combination, and volunteer)",1,0,16,0,0,0,NA,51548,51548,41.331659,-95.680736,16
"445","22010","McGregor Hook & Ladder Co., No 1","Clayton","Volunteer","Local (includes career, combination, and volunteer)",2,0,28,0,0,0,"FALSE",52157,52157,43.021799,-91.178074,28
"446","16005","Mechanicsville Fire & Ambulance Department","Cedar","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,2,"TRUE",52306,52306,41.904867,-91.255451,18
"447","29003","Mediapolis Fire Department","Des Moines","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,"FALSE",52637,52637,41.007927,-91.165758,20
"448","64011","Melbourne Fire Department","Marshall","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,0,"TRUE",50162,50162,41.944842,-93.103404,18
"449","63009","Melcher-Dallas Fire Department","Marion","Volunteer","Local (includes career, combination, and volunteer)",1,0,29,0,0,0,NA,50163,50163,41.223691,-93.239923,29
"450","68003","Melrose Volunteer Fire Department","Monroe","Volunteer","Local (includes career, combination, and volunteer)",1,0,12,0,0,0,NA,52569,525698525,40.976696,-93.048278,12
"451","39006","Menlo Fire and Rescue","Guthrie","Volunteer","Local (includes career, combination, and volunteer)",1,0,15,0,0,0,"FALSE",50164,50164,41.520834,-94.40454,15
"452","18007","Meriden Fire Department","Cherokee","Volunteer","Local (includes career, combination, and volunteer)",1,0,17,0,0,0,"TRUE",51037,51037,42.795546,-95.634413,17
"453","75007","Merrill Fire Department","Plymouth","Volunteer","Local (includes career, combination, and volunteer)",1,0,22,0,0,0,NA,51038,510380036,NA,NA,22
"454","49008","Miles Volunter Fire Department","Jackson","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,"TRUE",52064,52064,42.047102,-90.314058,20
"455","30003","Milford Fire Department","Dickinson","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,30,0,0,"FALSE",51351,51351,43.333122,-95.151351,30
"456","36010","Mills Fremont Rural Fire Protective Association","Fremont","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,10,"FALSE",51653,51653,NA,NA,30
"457","91008","Milo Fire Department","Warren","Volunteer","Local (includes career, combination, and volunteer)",1,0,31,0,0,0,NA,50166,50166,41.28721,-93.43826,31
"458","25009","Minburn Community Fire Department","Dallas","Volunteer","Local (includes career, combination, and volunteer)",1,0,10,0,0,0,"FALSE",50167,50167,41.75613,-94.030068,10
"459","78010","Minden Volunteer Fire & Rescue","Pottawattamie","Volunteer","Local (includes career, combination, and volunteer)",1,0,12,0,0,2,NA,51553,515530304,41.466134,-95.543479,12
"460","50007","Mingo Fire Department","Jasper","Volunteer","Local (includes career, combination, and volunteer)",1,0,10,0,0,0,"TRUE",50168,50168,41.767479,-93.283482,10
"461","43005","Missouri Valley Fire Department","Harrison","Volunteer","Local (includes career, combination, and volunteer)",1,0,26,0,0,10,"TRUE",51555,515551532,41.556442,-95.892059,26
"462","43007","Mondamin Fire & Rescue","Harrison","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,1,NA,51557,51557,41.709902,-96.023368,18
"463","22013","Monona Fire Department","Clayton","Volunteer","Local (includes career, combination, and volunteer)",1,0,27,0,0,0,"FALSE",52159,52159,43.053316,-91.391103,27
"464","50008","Monroe Community Fire Department","Jasper","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,3,NA,50170,50170,NA,NA,30
"465","79007","Montezuma Fire Department","Poweshiek","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,0,NA,50171,50171,41.585346,-92.522039,30
"466","53005","Monticello Volunteer Fire Department","Jones","Volunteer","Local (includes career, combination, and volunteer)",1,0,35,0,0,0,"TRUE",52310,52310,42.232297,-91.188147,35
"467","86008","Montour Volunteer Fire Department","Tama","Volunteer","Local (includes career, combination, and volunteer)",1,0,16,0,0,0,"TRUE",50173,50173,41.981123,-92.714833,16
"468","70005","Montpelier Fire Department","Muscatine","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,15,"FALSE",52759,52759,41.460238,-90.806889,24
"469","56009","Montrose Fire & Rescue","Lee","Volunteer","Local (includes career, combination, and volunteer)",1,0,27,0,0,0,NA,52639,526390061,40.530476,-91.417929,27
"470","12674","Moorhead Fire Department","Monona","Volunteer","Local (includes career, combination, and volunteer)",1,0,15,0,0,4,NA,51558,515580061,41.922198,-95.851361,15
"471","94011","Moorland Fire Department","Webster","Volunteer","Local (includes career, combination, and volunteer)",1,0,17,0,0,0,NA,50566,50566,42.43985,-94.296352,17
"472","04004","Moravia Community Fire and Rescue","Appanoose","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,22,0,6,"FALSE",52571,52571,40.891022,-92.814586,22
"473","80008","Mount Ayr Volunteer Fire Department","Ringgold","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,"FALSE",50854,508541719,40.714789,-94.236311,24
"474","57013","Mount Vernon Fire Department/ Linn Fire District # 1","Linn","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,0,NA,52314,523141604,41.905263,-91.256758,30
"475","97008","Moville Volunteer Fire Department","Woodbury","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,"TRUE",51039,51039,42.488822,-96.075071,24
"476","44005","Mt. Union Benefitted Fire District","Henry","Volunteer","Local (includes career, combination, and volunteer)",1,0,13,0,0,0,NA,52644,526440111,41.05702,-91.392467,13
"477","20001","Murray Community Volunteer Fire Department","Clarke","Volunteer","Local (includes career, combination, and volunteer)",1,0,22,0,0,0,"TRUE",50174,501742003,41.041342,-93.950788,22
"478","70006","Muscatine Fire Department","Muscatine","Career","Local (includes career, combination, and volunteer)",2,44,0,0,2,0,"FALSE",52761,527614248,41.424955,-91.045809,44
"479","04006","Mystic Volunteer Fire Department","Appanoose","Volunteer","Local (includes career, combination, and volunteer)",1,0,27,0,0,0,NA,52574,52574,40.784619,-92.944688,27
"480","19006","Nashua Fire and Rescue","Chickasaw","Volunteer","Local (includes career, combination, and volunteer)",1,0,28,0,0,0,"TRUE",50658,50658,42.957837,-92.532181,28
"481","81005","Nemaha Fire Department","Sac","Volunteer","Local (includes career, combination, and volunteer)",1,0,12,0,0,0,NA,50567,50567,42.51554,-95.087891,12
"482","78011","Neola Volunteer Fire Department","Pottawattamie","Volunteer","Local (includes career, combination, and volunteer)",1,0,26,0,0,0,"FALSE",51559,51559,41.448237,-95.617477,26
"483","85010","Nevada Public Safety Department","Iowa","Mostly volunteer","Local (includes career, combination, and volunteer)",1,1,0,37,0,10,"FALSE",50201,502011536,42.023035,-93.452293,38
"484","19007","New Hampton Fire Department","Chickasaw","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,30,0,0,"FALSE",50659,506590374,NA,NA,30
"485","12008","New Hartford Volunteer Fire Department","Butler","Volunteer","Local (includes career, combination, and volunteer)",1,0,1,29,0,0,NA,50660,506600154,42.568548,-92.622073,30
"486","44006","New London Fire and Rescue","Henry","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,0,NA,52645,52645,40.925761,-91.401695,30
"487","87008","New Market Fire Department","Taylor","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,"TRUE",51646,51646,40.728527,-94.899374,20
"488","62006","New Sharon Fire Department","Mahaska","Volunteer","Local (includes career, combination, and volunteer)",1,0,27,0,0,2,"TRUE",50207,50207,41.469706,-92.650075,27
"489","31017","New Vienna - Luxemburg Fire Department","Dubuque","Volunteer","Local (includes career, combination, and volunteer)",2,0,25,0,0,0,"TRUE",52065,52065,NA,NA,25
"490","91009","New Virginia Fire Department","Warren","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,NA,50210,50210,41.182059,-93.730299,25
"491","11006","Newell Community Fire Department","Buena Vista","Volunteer","Local (includes career, combination, and volunteer)",1,0,27,0,0,0,NA,50568,50568,42.605508,-95.003411,27
"492","06008","Newhall Volunteer Fire Department","Benton","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,5,"FALSE",52315,52315,41.995586,-91.972608,30
"493","50009","Newton Fire Department","Jasper","Mostly career","Local (includes career, combination, and volunteer)",1,23,0,7,3,0,"FALSE",50208,502083614,41.698551,-93.057966,30
"494","02003","Nodaway Fire Department","Adams","Volunteer","Local (includes career, combination, and volunteer)",1,0,15,0,0,0,NA,50857,50857,40.936966,-94.893555,15
"495","34005","Nora Springs Farm Fire Department","Floyd","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,"FALSE",50458,50458,43.143109,-93.005602,25
"496","48007","North English Fire District","Iowa","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,"TRUE",52316,52316,41.516144,-92.07644,24
"497","54017","North Keokuk County Fire Department","Keokuk","Volunteer","Local (includes career, combination, and volunteer)",1,0,33,0,0,0,NA,52335,52335,41.452862,-92.090283,33
"498","52005","North Liberty Fire Department","Johnson","Volunteer","Local (includes career, combination, and volunteer)",1,0,40,0,0,0,"FALSE",52317,52317,41.748517,-91.598412,40
"499","","Northern Des Moines County Rural Fire District","Des Moines","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,NA,52637,52637,41.007927,-91.165758,25
"500","77004","Northern Warren Fire Department","Polk","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,0,"TRUE",50315,50315,41.527234,-93.623599,30
"501","98007","Northwood Volunteer Fire Company","Worth","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,0,"TRUE",50459,504591435,43.445177,-93.220901,30
"502","91010","Norwalk Fire Department","Warren","Mostly volunteer","Local (includes career, combination, and volunteer)",1,4,0,28,0,5,"TRUE",50211,502119541,41.487046,-93.675696,32
"503","06009","Norway Volunteer Fire Department","Benton","Volunteer","Local (includes career, combination, and volunteer)",1,0,15,0,0,0,NA,52318,52318,41.902558,-91.921115,15
"504","65007","Oak Township Fire and Rescue","Mills","Volunteer","Local (includes career, combination, and volunteer)",1,0,13,0,0,0,"TRUE",51554,51554,41.14396,-95.695688,13
"505","78012","Oakland Fire and Rescue","Pottawattamie","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,0,NA,51560,51560,41.309115,-95.400077,30
"506","72005","Ocheyedan Fire Department","Osceola","Volunteer","Local (includes career, combination, and volunteer)",1,0,21,0,0,11,NA,51354,51354,43.415376,-95.53487,21
"507","08008","Ogden Fire Department","Boone","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,16,0,0,"TRUE",50212,502120555,42.039053,-94.033768,16
"508","44007","Olds Fire Department, Inc.","Henry","Volunteer","Local (includes career, combination, and volunteer)",1,0,22,0,0,0,NA,52647,52647,41.13386,-91.543543,22
"509","33008","Olewein Fire Department","Fayette","Mostly volunteer","Local (includes career, combination, and volunteer)",1,2,28,0,0,0,"FALSE",50662,50662,42.678395,-91.916631,30
"510","67005","Onawa Volunteer Fire Department","Monona","Volunteer","Local (includes career, combination, and volunteer)",2,0,22,0,0,0,"FALSE",51040,510401611,42.025613,-96.095858,22
"511","53008","Onslow Volunteer Fire Department","Jones","Volunteer","Local (includes career, combination, and volunteer)",1,0,17,0,0,0,NA,52321,52321,42.236953,-91.184486,17
"512","33009","Oran Fire & EMS","Fayette","Volunteer","Local (includes career, combination, and volunteer)",1,0,10,0,0,0,"TRUE",50664,506647603,42.701391,-92.074513,10
"513","84011","Orange City Fire & Rescue Department","Sioux","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,0,"TRUE",51041,510411738,43.004447,-96.056749,30
"514","66005","Osage Fire Department","Mitchell","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,30,0,0,"FALSE",50461,50461,43.284102,-92.814962,30
"515","20002","Osceola Volunteer Fire Department","Clarke","Volunteer","Local (includes career, combination, and volunteer)",1,0,26,0,0,0,"FALSE",50213,50213,41.034935,-93.767245,26
"516","62007","Oskaloosa Fire Department","Mahaska","Mostly volunteer","Local (includes career, combination, and volunteer)",1,8,0,25,0,0,"FALSE",52577,525773133,41.293706,-92.645012,33
"517","96006","Ossian Fire Department","Winneshiek","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,"FALSE",52161,52161,43.145012,-91.766309,24
"518","94012","Otho Fire - Rescue","Webster","Volunteer","Local (includes career, combination, and volunteer)",1,0,17,0,0,2,"TRUE",50569,50569,42.422053,-94.149076,17
"519","90009","Ottumwa Fire Department","Wapello","Career","Local (includes career, combination, and volunteer)",2,32,0,0,0,0,"FALSE",52501,525012341,41.022473,-92.413918,32
"520","52006","Oxford Volunteer Fire Department","Johnson","Volunteer","Local (includes career, combination, and volunteer)",1,0,26,0,0,7,NA,52322,52322,NA,NA,26
"521","75008","Oyens Volunteer Fire-Rescue","Plymouth","Volunteer","Local (includes career, combination, and volunteer)",1,0,17,0,0,0,"TRUE",51045,51045,42.545227,-95.86757,17
"522","65008","Pacific Junction Emergency Services","Mills","Volunteer","Local (includes career, combination, and volunteer)",1,0,11,0,0,0,"TRUE",51561,515613053,41.018521,-95.798876,11
"523","76004","Palmer Volunteer Fire Department","Pocahontas","Volunteer","Local (includes career, combination, and volunteer)",1,0,22,0,0,0,NA,50571,505710036,42.63054,-94.599909,22
"524","57014","Palo Fire Department","Linn","Volunteer","Local (includes career, combination, and volunteer)",1,0,15,0,0,0,"FALSE",52324,52324,42.066102,-91.801273,15
"525","83007","Panama-Washington Township Fire Department","Shelby","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,0,NA,51562,51562,41.72926,-95.477195,30
"526","39007","Panora Volunteer Fire Department","Guthrie","Volunteer","Local (includes career, combination, and volunteer)",1,0,27,0,0,0,"FALSE",50216,50216,41.692901,-94.356736,27
"527","12009","Parkersburg Fire Department","Butler","Volunteer","Local (includes career, combination, and volunteer)",1,0,35,0,0,0,NA,50665,50665,42.575262,-92.786014,35
"528","37005","Paton Volunteer Fire Department","Greene","Volunteer","Local (includes career, combination, and volunteer)",1,0,19,0,0,0,"TRUE",50217,50217,42.165951,-94.254274,19
"529","63010","Pella Fire Department","Marion","Volunteer","Local (includes career, combination, and volunteer)",1,0,26,0,0,0,"TRUE",50219,50219,41.407218,-92.918329,26
"530","25010","Perry Volunteer Fire Department","Dallas","Volunteer","Local (includes career, combination, and volunteer)",2,0,0,40,2,0,"TRUE",50220,502200545,NA,NA,40
"531","43008","Persia Volunteer Fire Department","Harrison","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,12,NA,51563,51563,41.579634,-95.568464,20
"532","97010","Pierson Fire Department","Woodbury","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,0,NA,51048,51048,42.543973,-95.866439,18
"533","08009","Pilot Mound Fire Department","Boone","Volunteer","Local (includes career, combination, and volunteer)",1,0,14,0,1,0,"FALSE",50223,50223,NA,NA,14
"534","43009","Pisgah Volunteer Fire Department","Harrison","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,0,NA,51564,51564,41.831506,-95.925283,18
"535","09004","Plainfield Fire Department","Bremer","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,1,"TRUE",50666,50666,NA,NA,24
"536","77013","Pleasant Hill Fire Department","Iowa","Mostly volunteer","Local (includes career, combination, and volunteer)",1,2,0,40,0,0,"TRUE",50327,503278456,41.597918,-93.513473,42
"537","63012","Pleasantville Emergency Services","Marion","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,15,NA,50225,502250553,NA,NA,30
"538","76005","Plover-Powhatan Fire Department","Pocahontas","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,0,NA,50573,505730001,42.879395,-94.624791,18
"539","76006","Pocahontas Fire Department","Pocahontas","Volunteer","Local (includes career, combination, and volunteer)",1,0,23,0,0,0,NA,50574,505740033,42.735905,-94.678826,23
"540","77014","Polk City Fire Department","Polk","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,40,0,0,"TRUE",50226,50226,41.771714,-93.715233,40
"541","51005","Polk Packwood Volunteer Fire Department","Jefferson","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,"FALSE",52580,52580,41.133946,-92.084913,25
"542","13008","Pomeroy Fire Department","Calhoun","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,20,0,0,NA,50575,50575,NA,NA,38
"543","03004","Postville Fire Department","Allamakee","Volunteer","Local (includes career, combination, and volunteer)",1,0,40,0,0,0,"FALSE",52162,52162,43.086693,-91.567539,40
"544","57015","Prairieburg Volunteer Fire Department","Linn","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,"FALSE",52219,52219,42.236234,-91.422593,20
"545","02004","Prescott Fire and Rescue","Adams","Volunteer","Local (includes career, combination, and volunteer)",1,0,17,0,0,3,"FALSE",50859,50859,41.023078,-94.610958,17
"546","49010","Preston Volunteer Fire Department","Jackson","Volunteer","Local (includes career, combination, and volunteer)",1,0,35,0,0,5,NA,52069,520690438,42.050753,-90.39754,35
"547","71007","Primghar Fire Department","Obrien","Volunteer","Local (includes career, combination, and volunteer)",1,0,23,0,0,0,"FALSE",51245,51245,43.084532,-95.624855,23
"548","82016","Princeton Fire Department","Scott","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,0,NA,52768,527680085,NA,NA,30
"549","52011","Procter & Gamble Emergency Response Team","Johnson","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,NA,52240,522402302,41.639094,-91.502638,25
"550","45005","Protivin Fire Department","Howard","Volunteer","Local (includes career, combination, and volunteer)",1,0,22,0,0,0,NA,52163,521630098,43.215247,-92.090942,22
"551","26004","Pulaski Volunteer Fire Department","Davis","Volunteer","Local (includes career, combination, and volunteer)",1,0,12,0,0,2,"TRUE",52584,52584,40.696599,-92.273455,12
"552","10009","Quasqueton Fire Department","Buchanan","Volunteer","Local (includes career, combination, and volunteer)",1,0,15,0,0,0,NA,52326,52326,42.394784,-91.75982,15
"553","18008","Quimby Community Fire Department","Cherokee","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,1,"TRUE",51049,51049,42.822789,-95.808127,20
"554","42009","Radcliffe Volunteer Fire Department","Hardin","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,1,NA,50230,50230,42.312938,-93.432518,18
"555","95005","Rake Fire Department","Winnebago","Volunteer","Local (includes career, combination, and volunteer)",1,0,17,0,0,0,"TRUE",50465,50465,43.483927,-93.917291,17
"556","14011","Ralston Fire Department","Carroll","Volunteer","Local (includes career, combination, and volunteer)",1,0,17,0,0,0,NA,51459,514590125,NA,NA,17
"557","36005","Randolph Community Fire Department","Fremont","Volunteer","Local (includes career, combination, and volunteer)",1,0,14,0,0,0,"TRUE",51649,51649,NA,NA,14
"558","07008","Raymond Fire Department","Black Hawk","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,0,NA,50667,50667,42.46878,-92.217901,18
"559","13001","Reading-Cedar Fire Department","Calhoun","Volunteer","Local (includes career, combination, and volunteer)",1,0,28,0,0,0,NA,50538,50538,42.275963,-94.404957,28
"560","09005","Readlyn Fire Department","Bremer","Volunteer","Local (includes career, combination, and volunteer)",1,0,22,0,0,0,NA,50668,506680276,42.700922,-92.225401,22
"561","50012","Reasnor Fire and Rescue Department","Jasper","Volunteer","Local (includes career, combination, and volunteer)",1,0,10,0,0,1,"TRUE",50232,50232,41.579084,-93.022964,10
"562","69004","Red Oak Fire Department","Iowa","Mostly volunteer","Local (includes career, combination, and volunteer)",1,10,26,0,0,10,"FALSE",51566,515661003,41.023297,-95.232853,36
"563","25011","Redfield Fire Department","Dallas","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,12,NA,50233,50233,41.590083,-94.196028,25
"564","38007","Reinbeck Fire Department","Grundy","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,NA,50669,506691136,42.323988,-92.597772,25
"565","75009","Remsen Fire and Rescue Department","Plymouth","Volunteer","Local (includes career, combination, and volunteer)",1,0,17,0,0,0,NA,51050,510501044,42.816174,-95.971909,17
"566","46009","Renwick Fire Department","Humboldt","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,0,NA,50577,505770295,NA,NA,18
"567","64012","Rhodes Fire Department","Marshall","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,NA,50234,502340092,NA,NA,20
"568","66006","Riceville Fire Department","Howard","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,18,0,2,NA,50466,504660052,43.363838,-92.555219,18
"569","54011","Richland Volunteer Fire Department","Keokuk","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,NA,52585,52585,41.184679,-91.994516,25
"570","24010","Ricketts Volunteer Fire Department","Crawford","Volunteer","Local (includes career, combination, and volunteer)",2,0,17,0,0,0,NA,51460,51460,42.127481,-95.574917,17
"571","96008","Ridgeway Fire Department","Winneshiek","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,24,0,0,"FALSE",52165,52165,43.296634,-91.988627,24
"572","32005","Ringsted Fire Department","Emmet","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,14,0,0,"TRUE",50578,50578,43.295579,-94.510274,14
"573","37006","Rippey Fire Department","Greene","Volunteer","Local (includes career, combination, and volunteer)",1,0,12,0,0,0,NA,50235,50235,41.932598,-94.201889,12
"574","82017","Riverdale Fire Department","Scott","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,0,"TRUE",52722,52722,41.539804,-90.464511,30
"575","92005","Riverside Community Volunteer Fire Department","Washington","Volunteer","Local (includes career, combination, and volunteer)",1,0,29,0,0,0,NA,52327,52327,NA,NA,29
"576","36006","Riverton Volunteer Fire and Rescue","Fremont","Volunteer","Local (includes career, combination, and volunteer)",1,0,17,0,0,4,NA,51650,51650,40.685849,-95.568534,17
"577","57016","Robins Fire Department","Linn","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,"TRUE",52328,52328,42.070649,-91.66711,20
"578","60008","Rock Rapids Fire Department","Lyon","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,NA,51246,512461610,43.42976,-96.168519,24
"579","84012","Rock Valley Fire Department","Sioux","Volunteer","Local (includes career, combination, and volunteer)",1,0,28,0,0,0,"TRUE",51247,51247,43.201477,-96.290509,28
"580","34006","Rockford Fire Department","Floyd","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,NA,50468,50468,43.053261,-92.946921,20
"581","13010","Rockwell City Fire Department","Calhoun","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,NA,50579,50579,42.396566,-94.633468,25
"582","17007","Rockwell Volunteer Fire Department","Cerro Gordo","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,"TRUE",50469,50469,42.986272,-93.188184,20
"583","85011","Roland Fire Department","Story","Volunteer","Local (includes career, combination, and volunteer)",1,0,17,0,0,0,NA,50236,502360288,42.168733,-93.500082,17
"584","76007","Rolfe Community Fire Department","Pocahontas","Volunteer","Local (includes career, combination, and volunteer)",1,0,19,19,0,0,"TRUE",50581,50581,42.813735,-94.527206,38
"585","10010","Rowley Fire Department","Buchanan","Volunteer","Local (includes career, combination, and volunteer)",1,0,13,0,0,0,NA,52329,52329,42.37013,-91.844056,13
"586","21008","Royal Clay Lincoln Fire Agency","Clay","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,"TRUE",51357,51357,NA,NA,24
"587","","RR Donnelley Fire Brigade","Polk","Volunteer","Private or industrial fire  brigade",1,0,14,0,0,25,NA,50321,503211250,41.555603,-93.695786,14
"588","34007","Rudd Volunteer Fire Department","Floyd","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,NA,50471,50471,43.12806,-92.9018,20
"589","59004","Russell Volunteer Fire Department","Lucas","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,0,"TRUE",50238,50238,40.983021,-93.19924,30
"590","74008","Ruthven Fire Department","Palo Alto","Volunteer","Local (includes career, combination, and volunteer)",1,0,22,22,0,0,NA,51358,51358,43.129261,-94.903883,44
"591","49011","Sabula Volunteer Fire Department","Jackson","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,"TRUE",52070,52070,NA,NA,25
"592","81007","Sac City Fire Department","Sac","Volunteer","Local (includes career, combination, and volunteer)",1,0,29,0,0,0,"TRUE",50583,50583,42.421624,-94.988598,29
"593","66007","Saint Ansgar Fire Department","Mitchell","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,28,0,0,"TRUE",50472,50472,43.378504,-92.919475,28
"594","33011","Saint Lucas Volunteer Fire Department","Fayette","Volunteer","Local (includes career, combination, and volunteer)",1,0,12,0,0,0,"TRUE",52166,52166,43.204245,-91.951014,12
