"","year","county","county_FIPS","state_FIPS","othertxix_elig","othertxix_recip","othertxix_pmt","totaltxix_elig","totaltxix_recip","totaltxix_pmt","medneedy_elig","medneedy_pmt","medneedy_recip","avg_reimbursement_per_eligible_person"
"482",2015,"Pocahontas","151","19",1228,1250.5,764667,1230.5,1252.5,765881.5,2,977,2,488.5
"483",2015,"Polk","153","19",99765.5,100091.5,56732608,99853,100196.5,56797788.5,87,53031,120.5,609.551724137931
"484",2015,"Pottawatta","155","19",24173.5,24546,15527967.5,24198,24600.5,15541764.5,24,52149.5,60.5,2172.89583333333
"485",2015,"Poweshiek","157","19",2695,2593,1496063.5,2695,2593.5,1496477.5,0,0,0,NA
"486",2015,"Ringgold","159","19",938.5,955.5,778050.5,938.5,955.5,778050.5,0,0,0,NA
"487",2015,"Sac","161","19",1383,1414,1045635.5,1383,1414.5,1045553,0,0,0,NA
"488",2015,"Scott","163","19",39497.5,39136.5,22015092,39522,39176.5,22069967,22.5,45607.5,47,2027
"489",2015,"Shelby","165","19",1735.5,1748,1587496.5,1739,1752,1589409,1,489,2.5,489
"490",2015,"Sioux","167","19",3709.5,3767.5,2875143,3712.5,3771.5,2880582,3,331,3,110.333333333333
"491",2015,"Story","169","19",8979.5,8938,6284721.5,8991.5,8949.5,6298259.5,13,5469,15.5,420.692307692308
"492",2015,"Tama","171","19",3125.5,3216,1600355,3128,3219.5,1601486,3,812,4,270.666666666667
"493",2015,"Taylor","173","19",1210.5,1230,685183.5,1211.5,1231,687648.5,1,1117,1.5,1117
"494",2015,"Union","175","19",2622,2613.5,1757513.5,2624,2615.5,1759379,2,132,3,66
"495",2015,"Van Buren","177","19",1358.5,1399.5,802402,1358.5,1399.5,802355.5,0,0,0,NA
"496",2015,"Wapello","179","19",9914.5,9961.5,5967051,9921.5,9968.5,5966896.5,7,3405.5,11.5,486.5
"497",2015,"Warren","181","19",5430,5745.5,3739599,5433.5,5749.5,3739910.5,3,378.5,4,126.166666666667
"498",2015,"Washington","183","19",3662.5,3666.5,2492136,3666.5,3670.5,2492811.5,4,717,4,179.25
"499",2015,"Wayne","185","19",1200,1245,923604.5,1201,1246,923639,1,405.5,2,405.5
"500",2015,"Webster","187","19",9607,9760.5,5704739,9612,9774.5,5714585,5,4269,15.5,853.8
"501",2015,"Winnebago","189","19",1506.5,1541.5,1089475,1506.5,1541.5,1089498,0,0,0.5,NA
"502",2015,"Winneshiek","191","19",2603,2546.5,2002126.5,2604,2554.5,2077000,1,6040,6.5,6040
"503",2015,"Woodbury","193","19",28048.5,27822.5,15188924,28084.5,27860,15209599,36,16766.5,48.5,465.736111111111
"504",2015,"Worth","195","19",1030.5,1039,548008,1030.5,1039,548008,0,0,0,NA
"505",2015,"Wright","197","19",2323.5,2401.5,1650861.5,2325,2403.5,1652420,2,2705,3.5,1352.5
"506",2016,"Adair","001","19",1149,1232.5,411668,1149,1232.5,411670.5,0,0,0,NA
"507",2016,"Adams","003","19",689.5,740,315060.5,690.5,741,315228,1,140.5,1,140.5
"508",2016,"Allamakee","005","19",2477.5,2592,844551.5,2478.5,2593,844553.5,1,2,1,2
"509",2016,"Appanoose","007","19",3358.5,3505,1030322.5,3358.5,3506,1030319,0,0,1,NA
"510",2016,"Audubon","009","19",1041.5,1098,380467,1043.5,1100,384972.5,3,4438,3,1479.33333333333
"511",2016,"Benton","011","19",3736,4090.5,1469262.5,3739,4094,1470476,3,241.5,3,80.5
"512",2016,"Black Hawk","013","19",29519.5,31273.5,9381035.5,29531.5,31302,9417365.5,10.5,19172.5,32,1825.95238095238
"513",2016,"Boone","015","19",4191.5,4637,2021083,4191.5,4637,2021083,0,6,1,Inf
"514",2016,"Bremer","017","19",2561.5,2694.5,935937,2562.5,2696.5,936496.5,1,349,1.5,349
"515",2016,"Buchanan","019","19",3422.5,3757,1791355,3423,3761.5,1782908.5,1,1007,5.5,1007
"516",2016,"Buena Vist","021","19",4478,4587.5,1561251.5,4483.5,4591,1607909.5,6.5,1566,10,240.923076923077
"517",2016,"Butler","023","19",2559.5,2824,1014761.5,2559.5,2827.5,1017376.5,0,453,2,Inf
"518",2016,"Calhoun","025","19",1603.5,1723.5,650468,1603.5,1724,650489,0,0,1,NA
"519",2016,"Carroll","027","19",4532.5,4849,2039714.5,4535.5,4850,2048714.5,3,1911.5,5.5,637.166666666667
"520",2016,"Cass","029","19",2858.5,2992,1193202.5,2858.5,2992,1193309,0,0,0.5,NA
"521",2016,"Cedar","031","19",2319,2545.5,673893.5,2319,2547,673925.5,0,22,1.5,Inf
"522",2016,"Cent. Off","","0",NA,NA,NA,NA,NA,NA,0,0,0,NA
"523",2016,"Cent. Off",NA,NA,0,1645,10788328.5,0,1645,10788328.5,0,0,0,NA
"524",2016,"Cerro Gord","033","19",9382.5,10139.5,3327435,9385.5,10148,3331428,3,3352.5,10.5,1117.5
"525",2016,"Cherokee","035","19",1931,2010,795016,1933,2012,802236,2,6663,3,3331.5
"526",2016,"Chickasaw","037","19",1730.5,1831,654821,1730.5,1831,657402,0,33.5,1,Inf
"527",2016,"Clarke","039","19",2184.5,2311.5,1363721.5,2188,2318.5,1366369.5,4,2205.5,7,551.375
"528",2016,"Clay","041","19",2892.5,3094.5,1089325.5,2894.5,3097.5,1089888,3,311,4,103.666666666667
"529",2016,"Clayton","043","19",2500,2612.5,1205381.5,2502,2614,1205655.5,1,568,2,568
"530",2016,"Clinton","045","19",11896.5,12540.5,4568999.5,11896.5,12540.5,4568999.5,0,0,0.5,NA
"531",2016,"Crawford","047","19",3490.5,3702.5,1267373.5,3493,3705.5,1276802.5,2.5,3698,4.5,1479.2
"532",2016,"Dallas","049","19",7517.5,8172,2611987.5,7524.5,8187.5,2622567,7,1240,12.5,177.142857142857
"533",2016,"Davis","051","19",1443.5,1478.5,503032.5,1443.5,1479,503032.5,0,0,0,NA
"534",2016,"Decatur","053","19",1960.5,2017,607219,1960.5,2018,607248,0,0,0,NA
"535",2016,"Delaware","055","19",2333,2478,1044032.5,2340,2486,1044422.5,6.5,918.5,8.5,141.307692307692
"536",2016,"Des Moines","057","19",10172.5,10585.5,2836635,10172.5,10588,2836757.5,0,13.5,2,Inf
"537",2016,"Dickinson","059","19",2229.5,2384,898701,2231.5,2388,899682.5,2,971.5,3.5,485.75
"538",2016,"Dubuque","061","19",16667,17190.5,5665068.5,16695.5,17227,5676026.5,28.5,8176.5,37,286.894736842105
"539",2016,"Emmet","063","19",1795.5,1857,591716.5,1795.5,1857.5,592005,0,0,1,NA
"540",2016,"Fayette","065","19",4539.5,4871,1851518.5,4541.5,4876.5,1853456.5,4,1071.5,7.5,267.875
"541",2016,"Floyd","067","19",3638,3993,1407182,3640.5,3997.5,1421528.5,2,4425.5,6,2212.75
"542",2016,"Franklin","069","19",1805,1971.5,737117.5,1806,1973,737122,1,37.5,2,37.5
"543",2016,"Fremont","071","19",1452,1524.5,541923,1453,1526.5,542146,1,251,1.5,251
"544",2016,"Greene","073","19",1864,1943.5,623708,1865,1945,623691.5,0,0,2,NA
"545",2016,"Grundy","075","19",1334.5,1406,437219,1334.5,1407.5,437095.5,0,0,1,NA
"546",2016,"Guthrie","077","19",1673.5,1780,725138.5,1675.5,1781,725495.5,3.5,620.5,4,177.285714285714
"547",2016,"Hamilton","079","19",2549.5,2654.5,743588,2549.5,2654.5,743588,0,0,1,NA
"548",2016,"Hancock","081","19",1519,1682.5,555337.5,1521,1683.5,555908.5,2,207.5,2,103.75
"549",2016,"Hardin","083","19",3253.5,3454.5,1091863,3254.5,3455.5,1091858,0,20,1,Inf
"550",2016,"Harrison","085","19",2635.5,2804.5,1136419.5,2638.5,2806,1136456.5,1,2,2,2
"551",2016,"Henry","087","19",4165,4290.5,1257064,4165,4290.5,1257111.5,0,0,0.5,NA
"552",2016,"Howard","089","19",1403.5,1417.5,476069,1404.5,1418.5,476372,1.5,2,2,1.33333333333333
"553",2016,"Humboldt","091","19",1519,1638.5,694115,1519.5,1639.5,694115,0.5,2,1,4
"554",2016,"Ida","093","19",1163,1181.5,414163,1163,1181.5,414163,0,0,0,NA
"555",2016,"Iowa","095","19",2562,2903.5,756874.5,2562.5,2903.5,757214,0,35,1,Inf
"556",2016,"Jackson","097","19",3684,3846.5,1066461.5,3686,3849.5,1066631.5,2,149.5,2,74.75
"557",2016,"Jasper","099","19",6694,7175,2354576,6694.5,7176.5,2354803.5,0.5,128.5,3,257
"558",2016,"Jefferson","101","19",3694.5,3788,1265134.5,3696.5,3793,1266155.5,3,605,3.5,201.666666666667
"559",2016,"Johnson","103","19",17762.5,18583,6893172,17785.5,18611,6932131.5,22,7889.5,32,358.613636363636
"560",2016,"Jones","105","19",3298,3457.5,1020556,3298,3458,1020556,0,0,0,NA
"561",2016,"Keokuk","107","19",2001.5,2129,599329,2001.5,2130.5,599322,0,0,0,NA
"562",2016,"Kossuth","109","19",1968.5,2156,903019,1970,2158,903117,2,144,2,72
"563",2016,"Lee","111","19",8648.5,9134.5,2798053,8650.5,9138,2799695.5,2,-4,3.5,-2
"564",2016,"Linn","113","19",42743.5,45536,14427195.5,42763,45600,14532725,32,47057,92.5,1470.53125
"565",2016,"Louisa","115","19",2152,2264.5,575132,2155.5,2267.5,575526.5,3,254.5,4,84.8333333333333
"566",2016,"Lucas","117","19",2007.5,2098.5,606050,2009.5,2100.5,606191.5,2,51,2.5,25.5
"567",2016,"Lyon","119","19",1291,1350.5,574518,1292.5,1352.5,574528,2,4,2,2
"568",2016,"Madison","121","19",2053.5,2231,681371.5,2053.5,2231,681378.5,0,0,0,NA
"569",2016,"Mahaska","123","19",4552.5,4675,1501596,4554,4676,1501811,1,136.5,2,136.5
"570",2016,"Marion","125","19",4784,5060,1654414.5,4788,5066.5,1660101.5,4,559,5,139.75
"571",2016,"Marshall","127","19",10174,10834.5,6617728,10186,10846,6631910.5,11,2324.5,14.5,211.318181818182
"572",2016,"Mills","129","19",2528,2654.5,1542765,2528,2654.5,1542765,0,0,0,NA
"573",2016,"Mitchell","131","19",1377,1449,527590,1379,1451.5,527791.5,1.5,54.5,2,36.3333333333333
"574",2016,"Monona","133","19",1845,1952,673670.5,1845,1952,673670.5,0,0,0,NA
"575",2016,"Monroe","135","19",1521.5,1607,541744,1523.5,1609,541810.5,2,16,2,8
"576",2016,"Montgomery","137","19",2456.5,2655,925009,2456.5,2655,925009,0,2,1,Inf
"577",2016,"Muscatine","139","19",10182,11212.5,2990085,10195.5,11233.5,2994233.5,10.5,3745,17,356.666666666667
"578",2016,"O Brien","141","19",2253.5,2339,1146429,2255,2341,1146504,2,4,2.5,2
"579",2016,"Osceola","143","19",867,946,237206,868,946.5,237817,1,31.5,1,31.5
"580",2016,"Page","145","19",3268.5,3495,1322050,3272.5,3497,1323283,4,1349,4,337.25
"581",2016,"Palo Alto","147","19",1541,1680,709735,1541,1680,709735,0,0,0,NA
"582",2016,"Plymouth","149","19",3255.5,3415,1079070.5,3258.5,3420,1081044.5,3,3579.5,4.5,1193.16666666667
"583",2016,"Pocahontas","151","19",1382.5,1429.5,434276,1386,1431.5,435065.5,3,588.5,3,196.166666666667
"584",2016,"Polk","153","19",100959,106961,31602480,101032.5,107081,31657807,66,52217.5,125,791.174242424242
"585",2016,"Pottawatta","155","19",24344.5,26105,8874942,24356.5,26152.5,8923060,14.5,43287.5,56,2985.34482758621
"586",2016,"Poweshiek","157","19",2890.5,2906.5,743423.5,2890.5,2908.5,743424.5,0,0,0,NA
"587",2016,"Ringgold","159","19",953.5,992.5,390547,953.5,992.5,390547,0,0,0,NA
"588",2016,"Sac","161","19",1473.5,1602,594524.5,1474.5,1603,594534.5,1,9,1,9
"589",2016,"Scott","163","19",40062,42228.5,10822005,40073,42269,10922596,13,53426.5,49,4109.73076923077
"590",2016,"Shelby","165","19",1926,1974.5,853295.5,1926,1974.5,853295,0,0,0,NA
"591",2016,"Sioux","167","19",3989,4139,1730326.5,3991.5,4141.5,1730524,2,50,3,25
"592",2016,"Story","169","19",9246.5,9807,3356925.5,9258.5,9823,3358154.5,11.5,1229,14.5,106.869565217391
"593",2016,"Tama","171","19",3394.5,3632.5,907635.5,3395.5,3634,907945.5,1.5,435.5,2,290.333333333333
"594",2016,"Taylor","173","19",1238,1233,459293.5,1238,1233,460778.5,1,88,1,88
"595",2016,"Union","175","19",2711.5,2871.5,947531.5,2712.5,2872.5,948888.5,1,40.5,2,40.5
"596",2016,"Van Buren","177","19",1332.5,1465,364485.5,1332.5,1465,364485.5,0,0,0,NA
"597",2016,"Wapello","179","19",10330.5,10989.5,3113469,10335.5,11001.5,3120965,5,3808,8.5,761.6
"598",2016,"Warren","181","19",5822,6453.5,2108594.5,5823,6458.5,2108534.5,1,108,1.5,108
"599",2016,"Washington","183","19",3762.5,3968,1528978,3769,3972,1529745,4,490,5,122.5
"600",2016,"Wayne","185","19",1375.5,1412.5,601216.5,1376.5,1413.5,601633.5,1,261,1,261
"601",2016,"Webster","187","19",9650.5,10443,3440612.5,9653,10452.5,3436445,4,3079,11,769.75
"602",2016,"Winnebago","189","19",1635,1774.5,567520.5,1635,1775,567520.5,0,0,0,NA
"603",2016,"Winneshiek","191","19",2523.5,2584.5,1040832,2523.5,2590,1041384,0,54.5,4,Inf
"604",2016,"Woodbury","193","19",28187.5,29909,9002589.5,28208,29940,9017096.5,26.5,3986,35,150.415094339623
"605",2016,"Worth","195","19",1176,1222,322847.5,1176,1222,322847.5,0,0,0,NA
"606",2016,"Wright","197","19",2508,2634.5,961485,2508.5,2635,961581.5,1,41,2,41
"607",2017,"Adair","001","19",1213,1173,797818.5,1213,1173,797818.5,0,0,0,NA
"608",2017,"Adams","003","19",689.5,671,469090.5,689.5,671,469145,0,0,0,NA
"609",2017,"Allamakee","005","19",2565.5,2464,1484842.5,2567,2465,1484844.5,1,2,1,2
"610",2017,"Appanoose","007","19",3224,3110.5,2132314.5,3224,3110.5,2132314.5,0,0,0,NA
"611",2017,"Audubon","009","19",1038,986,587776,1038.5,986,591870.5,1,3987.5,1,3987.5
"612",2017,"Benton","011","19",3740,3642.5,2385988.5,3740,3642.5,2386280.5,0,0,0,NA
"613",2017,"Black Hawk","013","19",29386,28411.5,16655598,29390.5,28427,16667406,5,17111,17,3422.2
"614",2017,"Boone","015","19",4217,4103.5,3215891.5,4217,4103.5,3215891.5,0,0,0,NA
"615",2017,"Bremer","017","19",2586.5,2487.5,1642325.5,2586.5,2487.5,1641737,0,0,0,NA
"616",2017,"Buchanan","019","19",3363.5,3279.5,2090860.5,3364.5,3282.5,2092284,1.5,2340,2.5,1560
"617",2017,"Buena Vist","021","19",4399.5,4239.5,2245101.5,4399.5,4242,2245830.5,0,59.5,3,Inf
"618",2017,"Butler","023","19",2437,2388.5,1533154,2438,2390.5,1533503,0,420,2,Inf
"619",2017,"Calhoun","025","19",1645,1593.5,998182,1645,1593.5,998183,0,0,0,NA
"620",2017,"Carroll","027","19",3807,3741.5,2917067.5,3807,3741.5,2910110,0,6,2,Inf
"621",2017,"Cass","029","19",2910.5,2810,1925133.5,2910.5,2810,1925133.5,0,0,0,NA
"622",2017,"Cedar","031","19",2369,2274.5,1323121.5,2369.5,2275,1323163,0,0,0,NA
"623",2017,"Cent. Off","","0",NA,NA,NA,NA,NA,NA,0,0,0,NA
"624",2017,"Cent. Off",NA,NA,0,1370,13710026,0,1370,13710026,0,0,0,NA
"625",2017,"Cerro Gord","033","19",9223,8847,6088109,9225,8851,6088394,2.5,911,4.5,364.4
"626",2017,"Cherokee","035","19",1944,1877.5,1173037,1945,1878.5,1173033,0,1,1,Inf
"627",2017,"Chickasaw","037","19",1726,1672,1110587.5,1726,1672,1110587.5,0,0,0,NA
"628",2017,"Clarke","039","19",2275.5,2197,1393812.5,2277.5,2201.5,1404376,1,2538.5,6,2538.5
"629",2017,"Clay","041","19",2982,2883.5,1906303.5,2982,2885,1906303.5,0,84,1,Inf
"630",2017,"Clayton","043","19",2574.5,2482.5,1940030.5,2574.5,2482.5,1940193,0,0,0,NA
"631",2017,"Clinton","045","19",11753,11349,7023476.5,11753.5,11349,7023515,0.5,0,0,0
"632",2017,"Crawford","047","19",3644,3499,1981254,3645,3500,1984762,1,885.5,1,885.5
"633",2017,"Dallas","049","19",7962,7692.5,4596049.5,7964.5,7693.5,4596725.5,0,609,3.5,Inf
"634",2017,"Davis","051","19",1371.5,1336,773629,1371.5,1336,773629,0,0,0,NA
"635",2017,"Decatur","053","19",1975.5,1904,1172924,1976,1904.5,1172926,0,1,0.5,Inf
"636",2017,"Delaware","055","19",2332.5,2270,1524403.5,2334.5,2274.5,1524759.5,2,256.5,5,128.25
"637",2017,"Des Moines","057","19",10185.5,9749,5544641,10185.5,9750.5,5544559,0,0,0,NA
"638",2017,"Dickinson","059","19",2308,2235,1410207.5,2309,2236,1410214,1,56,1,56
"639",2017,"Dubuque","061","19",16561.5,15985,10175915.5,16562.5,15991,10179938.5,1.5,4502.5,8,3001.66666666667
"640",2017,"Emmet","063","19",1791.5,1749,1000084.5,1791.5,1749,1000084.5,0,0,0,NA
"641",2017,"Fayette","065","19",4499,4380.5,2917842,4500.5,4383,2937035,2,1586,4,793
"642",2017,"Floyd","067","19",3510.5,3402,2226412,3511.5,3404,2226521,1,127.5,3,127.5
"643",2017,"Franklin","069","19",1939.5,1864.5,1060668.5,1939.5,1864.5,1060668.5,0,0,0,NA
"644",2017,"Fremont","071","19",1513,1456,839314.5,1514,1457,839369.5,1,23,1,23
"645",2017,"Greene","073","19",1874.5,1808.5,1112525,1874.5,1808.5,1112525,0,0,0,NA
"646",2017,"Grundy","075","19",1386.5,1339,812024.5,1386.5,1339,812024.5,0,0,0,NA
"647",2017,"Guthrie","077","19",1737,1674.5,1052355,1737,1675,1052355,0,0,0,NA
"648",2017,"Hamilton","079","19",2458.5,2400,1381103,2458.5,2400,1381103,0,0,0,NA
"649",2017,"Hancock","081","19",1518.5,1464,889018,1519.5,1465,889044.5,1,33,1,33
"650",2017,"Hardin","083","19",3215.5,3116.5,1852029,3216,3117.5,1852228.5,1,90,1,90
"651",2017,"Harrison","085","19",2774.5,2668,1830287,2775.5,2668,1830287,0,0,0,NA
"652",2017,"Henry","087","19",4202,4054,2290731.5,4202.5,4054,2290731.5,0,0,0,NA
"653",2017,"Howard","089","19",1359.5,1310,820082,1360.5,1311,820084.5,1,2,1,2
"654",2017,"Humboldt","091","19",1520,1488.5,1043490,1520,1489,1043839,0,92,1,Inf
"655",2017,"Ida","093","19",1122,1072,684738,1122.5,1072,684739.5,0,0,0,NA
"656",2017,"Iowa","095","19",2409,2350,1349762,2410,2350,1349762,0,0,0,NA
"657",2017,"Jackson","097","19",3740,3591,2385828,3742,3593,2386085.5,2,35.5,2,17.75
"658",2017,"Jasper","099","19",6717.5,6544.5,3954985,6718,6544.5,3954985,0,514,1,Inf
"659",2017,"Jefferson","101","19",3591,3459.5,2060044,3594,3463.5,2060263.5,3,134.5,4,44.8333333333333
"660",2017,"Johnson","103","19",18556.5,17823,10882558,18565.5,17837.5,10885194,8.5,2681.5,14,315.470588235294
"661",2017,"Jones","105","19",3280,3201.5,1978527,3280.5,3202,1978527,0,0,0,NA
"662",2017,"Keokuk","107","19",1993,1920.5,1233816,1993.5,1921.5,1233816,0,1,0.5,Inf
"663",2017,"Kossuth","109","19",2068.5,1993.5,1374241.5,2069,1994,1374310,0,0,0.5,NA
"664",2017,"Lee","111","19",8666.5,8258.5,4939673.5,8667,8259,4941426.5,0,1,1,Inf
"665",2017,"Linn","113","19",42936.5,41430.5,24013576,42947,41477.5,24044075.5,9,22179.5,47.5,2464.38888888889
"666",2017,"Louisa","115","19",2115,2022.5,1169286,2115,2022.5,1169233,0,0,1,NA
"667",2017,"Lucas","117","19",2049,1985,1186787,2049.5,1985,1187515.5,0,2.5,1,Inf
"668",2017,"Lyon","119","19",1353.5,1307.5,692651,1354,1308,698488.5,1,240.5,1,240.5
"669",2017,"Madison","121","19",2069,2002,1294460,2069,2002,1294460,0,0,0,NA
"670",2017,"Mahaska","123","19",4525,4347,2643470.5,4525,4347.5,2643532.5,1,86.5,1,86.5
"671",2017,"Marion","125","19",4883.5,4720,3020400,4885.5,4721.5,3020658,1,126.5,2,126.5
"672",2017,"Marshall","127","19",9932.5,9593.5,7859142,9932.5,9593.5,7858501.5,0.5,0,2,0
"673",2017,"Mills","129","19",2650,2563.5,2717804,2650.5,2563.5,2717804,0,0,0,NA
"674",2017,"Mitchell","131","19",1435,1370,925338.5,1435,1370.5,925338.5,0,0,0,NA
"675",2017,"Monona","133","19",1945.5,1868,1068856.5,1945.5,1868,1068856.5,0,0,0,NA
"676",2017,"Monroe","135","19",1489.5,1456.5,917001.5,1489.5,1456.5,917008,0,1,1,Inf
"677",2017,"Montgomery","137","19",2611,2506.5,1510988,2611,2506.5,1511041.5,0,0,0,NA
"678",2017,"Muscatine","139","19",10086,9765.5,5380045.5,10087,9768.5,5382283,3,2237.5,4.5,745.833333333333
"679",2017,"O Brien","141","19",2288.5,2212.5,1776386.5,2289.5,2213,1777253,1,1062.5,2,1062.5
"680",2017,"Osceola","143","19",952.5,918.5,505589,952.5,918.5,505589,0,0,0,NA
"681",2017,"Page","145","19",3405,3291.5,2031564,3406,3292.5,2031966.5,1,302,2,302
"682",2017,"Palo Alto","147","19",1564.5,1516.5,1160387,1564.5,1516.5,1160387,0,0,0,NA
"683",2017,"Plymouth","149","19",3436,3303,2003372.5,3437,3304.5,2003410,1,11.5,1,11.5
"684",2017,"Pocahontas","151","19",1402.5,1356,699623,1402.5,1356,699623,0,0,0,NA
"685",2017,"Polk","153","19",101493.5,97945,56076693.5,101509,97978,56135535,15,51515,48,3434.33333333333
"686",2017,"Pottawatta","155","19",23903.5,23373,13403018.5,23905.5,23396.5,13427190.5,2.5,43518,25.5,17407.2
"687",2017,"Poweshiek","157","19",2729,2614,1579046,2729,2614,1579046,0,0,0,NA
"688",2017,"Ringgold","159","19",955.5,925.5,706068.5,955.5,925.5,706068.5,0,0,0,NA
"689",2017,"Sac","161","19",1566.5,1528,906190.5,1566.5,1528,906190.5,0,0,0,NA
"690",2017,"Scott","163","19",39525.5,38119.5,20575833,39533.5,38139.5,20624136.5,7.5,48302.5,21.5,6440.33333333333
"691",2017,"Shelby","165","19",1909,1834.5,1416216,1909,1834.5,1416216,0,0,0,NA
"692",2017,"Sioux","167","19",4051,3935,2642847,4053,3936,2643322,1.5,4,1.5,2.66666666666667
"693",2017,"Story","169","19",9461,8977,5690955,9463,8979.5,5694102.5,2,380,4.5,190
"694",2017,"Tama","171","19",3417,3322,1873522.5,3417,3322.5,1873522.5,0,0,0,NA
"695",2017,"Taylor","173","19",1171,1122.5,660471.5,1171,1122.5,660471.5,0,0,0,NA
"696",2017,"Union","175","19",2871.5,2766.5,1793443.5,2872.5,2768,1794841.5,1,99.5,2,99.5
"697",2017,"Van Buren","177","19",1329.5,1309.5,787836,1329.5,1309.5,787836,0,0,0,NA
"698",2017,"Wapello","179","19",10278,9877.5,6192725,10280.5,9882.5,6193668,3,987,5,329
"699",2017,"Warren","181","19",6094.5,5873.5,3962307.5,6094.5,5873.5,3962307.5,0,0,0,NA
"700",2017,"Washington","183","19",3850,3750.5,2517559.5,3852,3754,2517899,2,312.5,3,156.25
"701",2017,"Wayne","185","19",1390,1339.5,823095,1390.5,1340.5,823162.5,1,2,1,2
"702",2017,"Webster","187","19",9520.5,9294,5308450,9525,9303.5,5328091,5,11627,9,2325.4
"703",2017,"Winnebago","189","19",1748.5,1667.5,1047906,1748.5,1667.5,1047906,0,0,0,NA
"704",2017,"Winneshiek","191","19",2341.5,2220,1690232.5,2341.5,2221,1692080,0,0,0.5,NA
"705",2017,"Woodbury","193","19",28038.5,27214,14315099,28043,27222,14316112,4.5,1180.5,7,262.333333333333
"706",2017,"Worth","195","19",1198,1136.5,596177,1198,1136.5,596177,0,0,0,NA
"707",2017,"Wright","197","19",2666,2580.5,1461914,2666,2580.5,1461914,0,0,0,NA
"708",2018,"Adair","001","19",1292.5,1619,1065255.5,1292.5,1619,1065255.5,0,0,0,NA
"709",2018,"Adams","003","19",727.5,940.5,636912.5,727.5,940.5,636912.5,0,0,0,NA
"710",2018,"Allamakee","005","19",2626.5,3237.5,1764648,2628.5,3239.5,1764653,2,21.5,2,10.75
"711",2018,"Appanoose","007","19",3382.5,4089.5,2689250.5,3382.5,4089.5,2689250.5,0,0,0,NA
"712",2018,"Audubon","009","19",1072.5,1336,717936,1072.5,1336,717936,0,0,0,NA
"713",2018,"Benton","011","19",3856.5,4807.5,2983251,3857.5,4808,2984067.5,1,111.5,1,111.5
"714",2018,"Black Hawk","013","19",29313.5,35338,21326006.5,29316.5,35348,21382292,4,8910.5,12,2227.625
"715",2018,"Boone","015","19",4204,5432,4172475.5,4204,5432,4172475.5,0,0,0,NA
"716",2018,"Bremer","017","19",2719,3416,2157552.5,2719,3416,2157552.5,0,0,0,NA
"717",2018,"Buchanan","019","19",3302.5,4203.5,2612067,3303,4205.5,2612235.5,0,240.5,2,Inf
"718",2018,"Buena Vist","021","19",4447,5634,2881340,4447,5635,2889575.5,0,203,1,Inf
"719",2018,"Butler","023","19",2393,3011,1874458,2393,3012,1874503,0,1,1,Inf
"720",2018,"Calhoun","025","19",1710,2160.5,1342895.5,1710,2160.5,1342895.5,0,0,0,NA
"721",2018,"Carroll","027","19",3687,4749.5,3425671,3687,4749.5,3425671,0,0,0,NA
"722",2018,"Cass","029","19",3041,3621.5,2372788,3041.5,3622,2372789.5,0,0,0,NA
"723",2018,"Cedar","031","19",2428.5,3053,1713747,2428.5,3053,1713747,0,0,0,NA
"724",2018,"Cent. Off","","0",NA,NA,NA,NA,NA,NA,0,0,0,NA
"725",2018,"Cent. Off",NA,NA,0,1348,15613133.5,0,1348,15613133.5,0,0,0,NA
"726",2018,"Cerro Gord","033","19",9348,11222,7944706,9351,11226.5,7945118.5,3.5,558,5,159.428571428571
"727",2018,"Cherokee","035","19",1938,2423.5,1604097.5,1938,2424,1611194.5,0,0,0,NA
"728",2018,"Chickasaw","037","19",1780,2199,1366061,1780,2199,1366061,0,0,0,NA
"729",2018,"Clarke","039","19",2315,2907.5,1707055,2316,2910,1707310.5,1,2,2,2
"730",2018,"Clay","041","19",3115.5,3817,2451651.5,3115.5,3817.5,2451738.5,0,0,0,NA
"731",2018,"Clayton","043","19",2534.5,3149,2289996.5,2534.5,3149,2289996.5,0,0,0,NA
"732",2018,"Clinton","045","19",11919,14242,8553493,11921.5,14245,8554164.5,2,380,2,190
"733",2018,"Crawford","047","19",3660.5,4657,2478603,3660.5,4657,2478603,0,0,0,NA
"734",2018,"Dallas","049","19",8384.5,10914.5,5788251,8386.5,10917.5,5788334,2,104,3,52
"735",2018,"Davis","051","19",1432,1790.5,976951,1432,1790.5,976951,0,0,0,NA
"736",2018,"Decatur","053","19",1990,2454.5,1376364,1990,2454.5,1376364,0,0,0,NA
"737",2018,"Delaware","055","19",2371.5,2952,1921161.5,2373.5,2954,1921671,2,71.5,2,35.75
"738",2018,"Des Moines","057","19",10768,12710,6986822,10769,12711,7004748.5,0,0,1,NA
"739",2018,"Dickinson","059","19",2380.5,2934,1816003.5,2381,2936,1816125.5,1,2,1,2
"740",2018,"Dubuque","061","19",16894,19639.5,12498748.5,16894,19640,12498834,0,152.5,1,Inf
"741",2018,"Emmet","063","19",1825.5,2297,1246437,1825.5,2297,1246437,0,0,0,NA
"742",2018,"Fayette","065","19",4446,5552.5,3673716.5,4446,5555,3656852,0,269,2.5,Inf
"743",2018,"Floyd","067","19",3552.5,4358,2837628.5,3553.5,4361.5,2839858,0.5,279.5,4,559
"744",2018,"Franklin","069","19",1925,2403.5,1350544.5,1925,2403.5,1350544.5,0,0,0,NA
