Name,Classification,Status,PhysicalStreetAddress,PhysicalUnitAddress,PhysicalAddressCity,PhysicalAddressZipCode
NATALIA'S MEXICAN STORE AND RESTAURANT,Discount Grocery,Active,213 9TH ST ,,SHELDON,51201
NATURAL GROCERS BY VITAMIN COTTAGE,Discount Grocery,Active,931 blairs ferry RD NE ,,Cedar Rapids,52402
NEW DISCOUNT MARKET,Discount Grocery,Active,3207 DOUGLAS AVE ,,DES MOINES,50310
NEW ORIENTAL FOOD STORE,Discount Grocery,Active,515 GRAND AVE ,,DES MOINES,50309
NEW STAR FLETCHER,Discount Grocery,Active,315 Fletcher AVE ,,Waterloo,50701
"OAK TREE, INC. - THE",Discount Grocery,Active,708 MAIN ST ,,PLAINFIELD,50666
OTTUMWA GROCERY,Discount Grocery,Active,129 E 2nd ST ,,Ottumwa,52501
PARTY PRODUCTIONS,Discount Grocery,Active,1919 1ST AVE N ,,FORT DODGE,50501
PENUEL GROCERY STORE,Discount Grocery,Active,1217 Forest AVE ,,Des Moines,50314
POINT LIQUOR & TOBACCO,Discount Grocery,Active,3221 center point RD NE ,,Cedar Rapids,52402
SAIGON MARKET,Discount Grocery,Active,803 2ND AVE SE ,,CEDAR RAPIDS,52403
SAVE-A-LOT,Discount Grocery,Active,1625 J ST SW ,,CEDAR RAPIDS,52404
SHWE NYIKO MARKET & ASIAN FOODS,Discount Grocery,Active,911 Commercial ST ,,Waterloo,50702
SORIANO LATINO GROCERY,Discount Grocery,Active,2300 HICKMAN RD ,,DES MOINES,50310
TARGET STORE #1170,Discount Grocery,Active,320 S DUFF AVE ,,AMES,50010
TASTE OF INDIA RETAIL,Discount Grocery,Active,1060 Old Marion RD ,#D ,Cedar Rapids,52402
THAI GROCERY,Discount Grocery,Active,1220 2ND AVE ,,DES MOINES,50314
"Theisen's, Inc. of Ames",Discount Grocery,Active,1315 DAYTON AVE ,,AMES,50010
TIENDA MEXICANA LA GUANAJUATO,Discount Grocery,Active,3915 CENTER POINT RD NE ,,CEDAR RAPIDS,52402
TOBACCO OUTLET PLUS #530,Discount Grocery,Active,204 S DUFF AVE ,,AMES,50010
TRUSTY AFRICAN MARKET,Discount Grocery,Active,7221 Apple Valley DR ,,Windsor Heights,50324
UNGS SHOPPING CENTER,Discount Grocery,Active,100 E MAIN ,,LUXEMBURG,52056
UNI MART,Discount Grocery,Active,3337 LINCOLN WAY ,,AMES,50014
UNITED MARKET,Discount Grocery,Active,609 FOREST AVE ,,DES MOINES,50310
US 5 GROCERY,Discount Grocery,Active,922 LAPORTE RD ,STE A ,Waterloo,50702
VAPHUAL ASIAN MARKET,Discount Grocery,Active,411 Church  ST ,,Ottumwa,52501
VARIETY BEAUTY AND AFRICAN FOOD STORE,Discount Grocery,Active,2901 DOUGLAS AVE ,STE C ,DES MOINES,50310
"WALGREEN'S, #12108",Discount Grocery,Active,2719 GRAND AVE ,,AMES,50010
WALGREENS #00359,Discount Grocery,Active,2545 E EUCLID ,,DES MOINES,50317
WALGREENS #05060,Discount Grocery,Active,12753 UNIVERSITY AVE ,,CLIVE,50325
WALGREENS #05306,Discount Grocery,Active,301 W BENNETT AVE ,,COUNCIL BLUFFS,51503
WALGREENS #05361,Discount Grocery,Active,2503 5TH AVE S ,,FORT DODGE,50501
WALGREENS #05362,Discount Grocery,Active,1330 E UNIVERSITY ,,DES MOINES,50316
WALGREENS #05721,Discount Grocery,Active,3140 SE 14TH ST ,,DES MOINES,50320
WALGREENS #05777,Discount Grocery,Active,2930 E UNIVERSITY ,,DES MOINES,50317
WALGREENS #06623,Discount Grocery,Active,1660 22ND ST ,,WEST DES MOINES,50265
WALGREENS #06677,Discount Grocery,Active,4900 MILLS CIVIC PKWY ,,WEST DES MOINES,50265
WALGREENS #07967,Discount Grocery,Active,15601 HICKMAN RD ,,CLIVE,50325
WALGREENS #07968,Discount Grocery,Active,6200 SE 14TH ST ,,DES MOINES,50320
WALGREENS #12393,Discount Grocery,Active,5750 C AVE NE ,,CEDAR RAPIDS,52402
WALGREENS #3700,Discount Grocery,Active,535 E BROADWAY ,,COUNCIL BLUFFS,51503
WALGREENS #3876,Discount Grocery,Active,1225 7TH AVE ,,MARION,52302
WALGREENS #4405,Discount Grocery,Active,2508 W BROADWAY ,,COUNCIL BLUFFS,51501
WALGREENS #9791,Discount Grocery,Active,101 8TH ST SE ,,ALTOONA,50009
WALGREENS CO.,Discount Grocery,Active,800 LAKE AVE ,,STORM LAKE,50588
WALMART SUPERCENTER #749,Discount Grocery,Active,3105 GRAND AVE ,,AMES,50010
WEST LIBERTY FOODS MARKET,Discount Grocery,Active,112 N MAIN ST ,,MOUNT PLEASANT,52641
WESTVIEW FOOD & FABRICS,Discount Grocery,Active,3127 Carver RD ,,Lorimor,50149
WHISPERING PINES DISCOUNT GROCERIES,Discount Grocery,Active,2717 220th AVE ,,Delhi,52223
WHOLE HEALTH NATURAL FOODS,Discount Grocery,Active,1175 GRAND AVE ,,MARION,52302
WIZE BIZE WHOLESALE,Discount Grocery,Active,221 1ST AVE ,,Hampton,50441
YOKWE LSB JIMMA STORE,Discount Grocery,Active,517 W 5th ST ,,Waterloo,50701
YUMEI'S ASIAN MARKET AND ANIME,Discount Grocery,Active,901 1ST AVE SW ,,CEDAR RAPIDS,52404
WALMART #3150,Discount Grocery Bakery:Supermarket/Grocery Store Fast Food:Restaurant without liquor Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store,Active,1800 N 16TH  ST ,,Council Bluffs,51501
FIESTA FOODS,Discount Grocery Bakery:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Deli:Supermarket/Grocery Store Produce:Supermarket/Grocery Store,Active,1002 11TH ST ,,ONAWA,51040
J & C GROCERY,Discount Grocery Bakery:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Deli:Supermarket/Grocery Store Produce:Supermarket/Grocery Store,Active,306 N MAIN ,,ALLISON,50602
WALMART #1435,Discount Grocery Bakery:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store,Active,806 LAUREL ST ,,CRESTON,50801
HY-VEE INC,Discount Grocery Bakery:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store Seafood:Supermarket/Grocery Store,Active,1111 8TH ST ,,BOONE,50036
WALMART #748,Discount Grocery Bakery:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store Variety Store,Active,300 Iowa Speedway DR ,,NEWTON,50208
WALMART #1389,Discount Grocery Bakery:Supermarket/Grocery Store Produce:Supermarket/Grocery Store,Active,1515 SE MARSHALL ST ,,BOONE,50036
WALMART#1683,Discount Grocery Bakery:Supermarket/Grocery Store Produce:Supermarket/Grocery Store,Active,705 S FREMONT ST ,,SHENANDOAH,51601
CRESCO DOLLAR FRESH,Discount Grocery Convenience Store,Active,22422 Hwy 9 ,,Cresco,52136
HY-VEE DOLLAR FRESH - DYERSVILLE,Discount Grocery Convenience Store,Active,1201 12th AVE SE ,,Dyersville,52040
NELSON'S MEAT MARKET INC,Discount Grocery Deli,Active,1140 OLD MARION RD NE ,,CEDAR RAPIDS,52402
BIG BOY MEATS,Discount Grocery Deli:Stand alone,Active,1100 3RD ST SE ,,CEDAR RAPIDS,52401
JRC MACCABEE'S DELI & JUDAICA,Discount Grocery Deli:Supermarket/Grocery Store,Active,1150 POLK BLVD ,,Des Moines,50311
SAM'S CLUB #8162,Discount Grocery Deli:Supermarket/Grocery Store,Active,2605 BLAIRS FERRY RD NE ,,CEDAR RAPIDS,52402
WALMART #886,Discount Grocery Deli:Supermarket/Grocery Store Bakery:Supermarket/Grocery Store Meat:Supermarket/Grocery Store ,Active,3036 1ST AVE S ,,FORT DODGE,50501
HY-VEE FOOD STORE,Discount Grocery Deli:Supermarket/Grocery Store Meat:Supermarket/Grocery Store ,Active,1004 W 1ST HWY 2 ,,LEON,50144
BRITT FOODS,Discount Grocery Deli:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store,Active,8 2ND ST NW ,,BRITT,50423
CASH SAVER,Discount Grocery Deli:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store,Active,1320 E Euclid AVE ,,Des Moines,50316
HY-VEE MAINSTREET,Discount Grocery Deli:Supermarket/Grocery Store Produce:Supermarket/Grocery Store Meat:Supermarket/Grocery Store ,Active,2611 PIERCE ST ,,Sioux City,51104
EXPRESS HALAL MARKET & DELI,Discount Grocery Fast Food:Restaurant without liquor,Active,1016 University  AVE ,STE A ,Des Moines,50314
LITTLE WOODS HERBS & TEA,Discount Grocery Fast Food:Restaurant without liquor,Active,136 Main ST ,,Ames,50010
TARGET T803,Discount Grocery Fast Food:Restaurant without liquor,Active,1111 E ARMY POST RD ,,DES MOINES,50315
TIMBER RIDGE COUNTRY MARKET ,Discount Grocery Fast Food:Restaurant without liquor,Active,117 W WASHINGTON  ,,Osceola,50213
LOS PRIMOS GONZALES-DON MIGUEL,Discount Grocery Full Service,Active,2215 Westdale  DR SW ,,Cedar Rapids,52404
FOOD DEPOT BAR & GRILL,Discount Grocery Full Service:Restaurant with Liqour,Active,3000 SE GRIMES BLVD ,STE 200 ,GRIMES,50111
BARN YARD RESTAURANT,Discount Grocery Full Service:Restaurant without liquor,Active,304 E VINE ST ,,DECATUR,50067
EL OLMITO ,Discount Grocery Full Service:Restaurant without liquor,Active,502 MULBERRY AVE ,,MUSCATINE,52761
LA FIESTA TIENDA MEXICANA,Discount Grocery Full Service:Restaurant without liquor,Active,1625 N Federal AVE ,,Mason City,50401
SALAM GROCERY,Discount Grocery Meat:Stand Alone,Active,2424 Martin Luther King Jr. PKWY ,A 1 ,Des Moines,50310
DOUGLAS HALAL MEATS AND GROCERY,Discount Grocery Meat:Supermarket/Grocery Store ,Active,2720 DOUGLAS AVE ,,DES MOINES,50310
EUROPA GROCERIES,Discount Grocery Meat:Supermarket/Grocery Store ,Active,3839 MERLE HAY RD ,STE 116 ,DES MOINES,50310
IFTIIN GROCERY & FASHION,Discount Grocery Meat:Supermarket/Grocery Store ,Active,2520 MARTIN LUTHER KING PKWY ,STE C  ,DES MOINES,50310
LA CORONA ,Discount Grocery Meat:Supermarket/Grocery Store ,Active,117 N Main ST ,,Osceola,50213
MINI SUPER LA VICTORIA,Discount Grocery Meat:Supermarket/Grocery Store ,Active,1638 E University AVE ,,Des Moines,50316
"BROTHER'S MARKET FOUR, INC.",Discount Grocery Meat:Supermarket/Grocery Store  Deli:Supermarket/Grocery Store,Active,1022 SKYLER ST ,,Denver,50622
HY-VEE FOOD STORE,Discount Grocery Meat:Supermarket/Grocery Store  Deli:Supermarket/Grocery Store Produce:Supermarket/Grocery Store Seafood:Supermarket/Grocery Store,Active,1989 PARK ST ,,SHELDON,51201
BLUE COW MARKET,Discount Grocery Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store,Active,209 FRONT ST ,,Neola,51559
TIENDA LA PEQUENA,Discount Grocery Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store,Active,103 Washington ST ,,Osceola,50213
CASH SAVER,Discount Grocery Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store,Active,4121 Fleur DR ,,Des Moines,50321
FREEMAN FOODS OF NORTH ENGLISH,Discount Grocery Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store,Active,119 N Main ST ,,North English,52316
QUILLINS QUALITY FOODS - MONONA,Discount Grocery Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store,Active,808 S MAIN ST ,,MONONA,52159
HY-VEE - DES MOINES #2,Discount Grocery Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store Seafood:Supermarket/Grocery Store,Active,2540 EUCLID ,,DES MOINES,50317
EL REY MARKET,Discount Grocery Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Fast Food:Restaurant with Liquor ,Active,210 Willis AVE ,,PERRY,50220
TERRY'S FOOD CENTER,Discount Grocery Meat:Supermarket/Grocery Store  Seafood:Supermarket/Grocery Store Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store Fast Food:Catering Variety Store<b,Active,305 Crisman ST ,,Dysart,52224
LAS PALMAS MEXICAN GROCERY STORE,Discount Grocery Produce Meat,Active,564 4TH ST NW ,,Sioux Center,51250
COUNTRYSIDE MARKET,Discount Grocery Produce:Supermarket/Grocery Store,Active,300 MAIN ,,MINDEN,51553
HY-VEE DRUGSTORE,Discount Grocery Produce:Supermarket/Grocery Store,Active,1140 N JEFFERSON ST ,,Ottumwa,52501
PRESTON MEATS & GROCERY,Discount Grocery Produce:Supermarket/Grocery Store,Active,141 W GILLETT  ST ,,PRESTON,52069
TARGET STORE T-2454,Discount Grocery Produce:Supermarket/Grocery Store,Active,3804 METRO DR ,,COUNCIL BLUFFS,51501
NO FRILLS SUPERMARKETS #803,Discount Grocery Produce:Supermarket/Grocery Store Bakery:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Deli:Supermarket/Grocery Store,Active,423 SHARP ST ,,GLENWOOD,51534
FAREWAY STORE #597,Discount Grocery Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store Meat:Supermarket/Grocery Store ,Active,105 ADAMS ST ,,CRESTON,50801
HY-VEE,Discount Grocery Produce:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Seafood:Supermarket/Grocery Store Bakery:Supermarket/Grocery Store Deli:Supermarket/Grocery Store,Active,819 GRAND AVE ,,SPENCER,51301
DOLLAR GENERAL STORE  # 7142,Discount Grocery Variety Store,Active,2304 W BURLINGTON AVE ,,FAIRFIELD,52556
DOLLAR GENERAL STORE  #2244,Discount Grocery Variety Store,Active,315 N MAIN ST ,,SIGOURNEY,52591
DOLLAR GENERAL STORE  7128,Discount Grocery Variety Store,Active,1131 COURT AVE ,,MARENGO,52301
DOLLAR GENERAL STORE # 17584,Discount Grocery Variety Store,Active,103 N 37TH   RD ,,Lake City,51449
DOLLAR GENERAL STORE #6322,Discount Grocery Variety Store,Active,600 N HIGHLAND ST ,,WILLIAMSBURG,52361
HELENA HEAVENLY PERFUME OIL,Discount Grocery Variety Store,Active,3702 Beaver AVE ,,Des Moines,50310
A.G. NEW GROCERY AND MARKET,Discount Grocery:General,Active,822 LAPORTE RD ,,WATERLOO,50702
ALDI #33,Discount Grocery:General,Active,1918 SCHUKEI RD ,,Waterloo,50702
ALDI FOOD MARKET #64,Discount Grocery:General,Active,6322 UNIVERSITY ,,CEDAR FALLS,50613
ALDI FOODS #43,Discount Grocery:General,Active,2405 S CENTER ST ,,MARSHALLTOWN,50158
ALDI FOODS #47,Discount Grocery:General,Active,520 VILLAGE GREEN DR SW ,,MASON CITY,50401
ALDI FOODS #59,Discount Grocery:General,Active,2736 1ST AVE ,,FORT DODGE,50501
ALDI FOODS #76,Discount Grocery:General,Active,1309 E WASHINGTON ST ,,MOUNT PLEASANT,52641
ALDI FOODS #77,Discount Grocery:General,Active,927 AVENUE G ,,Fort Madison,52627
ALDI INC #64,Discount Grocery:General,Active,180 Collins RD NE ,,Cedar Rapids,52402
ALDI INC #68,Discount Grocery:General,Active,3135 AGENCY ST ,,Burlington,52601
ALDI INC. #15,Discount Grocery:General,Active,3379 MAIN ST ,,KEOKUK,52632
ARIAM GROCERY & BOUTIQUE,Discount Grocery:General,Active,1713 PIERCE ST ,,Sioux City,51105
B & B FARM STORE INC.,Discount Grocery:General,Active,1134 220TH ST ,,JESUP,50648
COMMUNITY COUNTRY STORE,Discount Grocery:General,Active,5757 JAMES AVE SW ,,KALONA,52247
CVS PHARMACY #10282,Discount Grocery:General,Active,2029 5TH AVE S ,,FORT DODGE,50501
CVS PHARMACY #8546,Discount Grocery:General,Active,205 FRANKLIN ST ,,WATERLOO,50703
CVS/PHARMACY #8538,Discount Grocery:General,Active,2302 W FIRST ST ,,CEDAR FALLS,50613
DOLLAR GENERAL #0111,Discount Grocery:General,Active,1805 E 7TH ST ,,ATLANTIC,50022
DOLLAR GENERAL #15311,Discount Grocery:General,Active,301 2ND ST ,,TOLEDO,52342
DOLLAR GENERAL #16432,Discount Grocery:General,Active,801 Wapello RD S ,,Mediapolis,52637
DOLLAR GENERAL #1742,Discount Grocery:General,Active,227 3RD ST ,,PARKERSBURG,50665
DOLLAR GENERAL #17431,Discount Grocery:General,Active,202 SUNSET  ST ,,Urbana,52345
DOLLAR GENERAL #21528,Discount Grocery:General,Active,428 E 1ST ST ,,Waterloo,50703
DOLLAR GENERAL #2328,Discount Grocery:General,Active,137 S FREDERICK ,,OELWEIN,50662
DOLLAR GENERAL #2329,Discount Grocery:General,Active,1304 1ST ST W ,,INDEPENDENCE,50644
DOLLAR GENERAL #2383,Discount Grocery:General,Active,510 CENTRAL AVE W ,,HAMPTON,50441
DOLLAR GENERAL #3819,Discount Grocery:General,Active,103 S K AVE ,,VINTON,52349
DOLLAR GENERAL #4812,Discount Grocery:General,Active,203 S 9TH ST ,,MANCHESTER,52057
DOLLAR GENERAL #6040,Discount Grocery:General,Active,514 DR VAN ZEE RD ,,Oakland,51560
DOLLAR GENERAL #6075,Discount Grocery:General,Active,112 N MARKET ST ,,AUDUBON,50025
DOLLAR GENERAL #6648,Discount Grocery:General,Active,1406 SUNSET DR ,,BELLE PLAINE,52208
DOLLAR GENERAL #6856,Discount Grocery:General,Active,2009 COMMERCE DR ,,GRUNDY CENTER,50638
DOLLAR GENERAL #7136,Discount Grocery:General,Active,66 E TOWER PARK DR ,,WATERLOO,50701
DOLLAR GENERAL #7653,Discount Grocery:General,Active,501 HIGHWAY 150 N ,,WEST UNION,52175
DOLLAR GENERAL #9048,Discount Grocery:General,Active,906 E MAIN ,,LAKE MILLS,50450
DOLLAR GENERAL 2727,Discount Grocery:General,Active,1701 3RD AVE E ,,OSKALOOSA,52577
DOLLAR GENERAL RETAIL STORE #18139,Discount Grocery:General,Active,1451 Zinnia AVE ,,Nora Springs,50458
DOLLAR GENERAL STORE  #2070,Discount Grocery:General,Active,200 HIGH AVE W ,STE 47 ,OSKALOOSA,52577
DOLLAR GENERAL STORE  #6380,Discount Grocery:General,Active,702 N HWY 61 ,,WAPELLO,52653
DOLLAR GENERAL STORE  #7787,Discount Grocery:General,Active,106 S FRANKLIN ,,CORYDON,50060
DOLLAR GENERAL STORE  9103,Discount Grocery:General,Active,200 E SOUTH ST ,,MOUNT AYR,50854
DOLLAR GENERAL STORE # 2262,Discount Grocery:General,Active,1635 COURT AVE ,,CHARITON,50049
DOLLAR GENERAL STORE # 2378,Discount Grocery:General,Active,104 SMITH ST ,,BLOOMFIELD,52537
DOLLAR GENERAL STORE #10073,Discount Grocery:General,Active,3815 UNIVERSITY AVE ,,WATERLOO,50701
DOLLAR GENERAL STORE #10470,Discount Grocery:General,Active,180 HIGHWAY 18 W ,,GARNER,50438
DOLLAR GENERAL STORE #11182,Discount Grocery:General,Active,216 S MAIN ST ,,OSCEOLA,50213
DOLLAR GENERAL STORE #12680,Discount Grocery:General,Active,307 CENTER AVE S ,,MITCHELLVILLE,50169
DOLLAR GENERAL STORE #12789,Discount Grocery:General,Active,12340 HWY 18 ,,POSTVILLE,52162
DOLLAR GENERAL STORE #12903,Discount Grocery:General,Active,100 S PRAIRIE DR ,,MADRID,50156
DOLLAR GENERAL STORE #12944,Discount Grocery:General,Active,2505 280TH ST ,,MONTROSE,52639
DOLLAR GENERAL STORE #13501,Discount Grocery:General,Active,4208 LEWIS ACCESS RD ,,CENTER POINT,52213
DOLLAR GENERAL STORE #13633,Discount Grocery:General,Active,40 AMHERST BLVD ,,NASHUA,50658
DOLLAR GENERAL STORE #13737,Discount Grocery:General,Active,1015 BLUE STEM AVE ,,CARLISLE,50047
DOLLAR GENERAL STORE #14412,Discount Grocery:General,Active,2921 CENTER ST ,,CEDAR FALLS,50613
DOLLAR GENERAL STORE #15298,Discount Grocery:General,Active,110 West H Ave ,,Kalona,52247
DOLLAR GENERAL STORE #15777,Discount Grocery:General,Active,429 AVE H ,,Fort Madison,52627
DOLLAR GENERAL STORE #15854,Discount Grocery:General,Active,942  NINTH  ST ,,Lake View,51450
DOLLAR GENERAL STORE #16104,Discount Grocery:General,Active,1208 BROAD  ST ,,Keosauqua,52565
DOLLAR GENERAL STORE #16109,Discount Grocery:General,Active,315 N 4TH ST ,,Mapleton,51034
DOLLAR GENERAL STORE #16377,Discount Grocery:General,Active,1307 W FIRST  ST ,,Sumner,50674
DOLLAR GENERAL STORE #16973,Discount Grocery:General,Active,7722 E REINBECK RD ,,La Porte City,50651
DOLLAR GENERAL STORE #1760,Discount Grocery:General,Active,414 HIGHWAY 18 W ,,ALGONA,50511
DOLLAR GENERAL STORE #17603,Discount Grocery:General,Active,119 W FAYETTE ST ,,Denver,50622
DOLLAR GENERAL STORE #17637,Discount Grocery:General,Active,119 MADISON  AVE ,,Donnellson,52625
DOLLAR GENERAL STORE #17647,Discount Grocery:General,Active,210 SOUTH ST W ,,Jesup,50648
DOLLAR GENERAL STORE #17774,Discount Grocery:General,Active,1609 German Ave ,,Holstein,51025
DOLLAR GENERAL STORE #18476,Discount Grocery:General,Active,503 West Fountain Street ,,Brighton,52540
DOLLAR GENERAL STORE #19366,Discount Grocery:General,Active,802 7TH AVE SW ,,Tripoli,50676
DOLLAR GENERAL STORE #1969,Discount Grocery:General,Active,404 RIVER AVE N ,,BELMOND,50421
DOLLAR GENERAL STORE #19990,Discount Grocery:General,Active,1430 IA 9 AVE ,,Larchwood,51241
DOLLAR GENERAL STORE #2019,Discount Grocery:General,Active,408 S 9TH ST ,,MARSHALLTOWN,50158
DOLLAR GENERAL STORE #20268,Discount Grocery:General,Active,101 S MAIN ST ,,Fayette,52142
DOLLAR GENERAL STORE #20294,Discount Grocery:General,Active,55298 Tuscan RD ,,Griswold,51535
DOLLAR GENERAL STORE #21239,Discount Grocery:General,Active,1922 VALLEY PARK DR ,,Cedar Falls,50613
DOLLAR GENERAL STORE #21550,Discount Grocery:General,Active,903 S 4th St ,,Farmington,52626
DOLLAR GENERAL STORE #21721,Discount Grocery:General,Active,208 E MAIN ST ,,Wyoming,52362
DOLLAR GENERAL STORE #2194,Discount Grocery:General,Active,4809 AVENUE O ,,FORT MADISON,52627
DOLLAR GENERAL STORE #2228,Discount Grocery:General,Active,900 PRINCETON DR ,,ALBIA,52531
DOLLAR GENERAL STORE #2237,Discount Grocery:General,Active,1506 E WASHINGTON ST ,,WASHINGTON,52353
DOLLAR GENERAL STORE #2279,Discount Grocery:General,Active,723 W SHERIDAN AVE ,STE B ,SHENANDOAH,51601
DOLLAR GENERAL STORE #2295,Discount Grocery:General,Active,816 W PLATT ,,MAQUOKETA,52060
DOLLAR GENERAL STORE #2305,Discount Grocery:General,Active,200 E GLENN MILLER DR ,,CLARINDA,51632
DOLLAR GENERAL STORE #2340,Discount Grocery:General,Active,213 PLAZA LN ,,OSAGE,50461
DOLLAR GENERAL STORE #2358,Discount Grocery:General,Active,206 STEVENS ST ,,IOWA FALLS,50126
DOLLAR GENERAL STORE #2377,Discount Grocery:General,Active,1102 CHATBURN AVE ,,HARLAN,51537
DOLLAR GENERAL STORE #2385,Discount Grocery:General,Active,300 MAIN ST ,,KEOKUK,52632
DOLLAR GENERAL STORE #2398,Discount Grocery:General,Active,111 N 4TH ST ,,FOREST CITY,50436
DOLLAR GENERAL STORE #2406,Discount Grocery:General,Active,613 S COMMERCIAL AVE ,,EAGLE GROVE,50533
DOLLAR GENERAL STORE #2414,Discount Grocery:General,Active,700 HULIN ST ,,CHARLES CITY,50616
DOLLAR GENERAL STORE #2578,Discount Grocery:General,Active,3025 WEST AVE ,,BURLINGTON,52601
DOLLAR GENERAL STORE #284,Discount Grocery:General,Active,1021 SUNSET DR ,,NORWALK,50211
DOLLAR GENERAL STORE #3280,Discount Grocery:General,Active,703 W TAYLOR ST ,,CRESTON,50801
DOLLAR GENERAL STORE #4206,Discount Grocery:General,Active,2413 S CENTER ST ,,MARSHALLTOWN,50158
DOLLAR GENERAL STORE #4513,Discount Grocery:General,Active,4840 MAPLE DR ,,PLEASANT HILL,50327
DOLLAR GENERAL STORE #4565,Discount Grocery:General,Active,117 MAIN AVE N ,,BRITT,50423
DOLLAR GENERAL STORE #4616,Discount Grocery:General,Active,600 HWY 18 E ,,Clear Lake,50428
DOLLAR GENERAL STORE #4691,Discount Grocery:General,Active,3320 AGENCY ST ,,BURLINGTON,52601
DOLLAR GENERAL STORE #5876,Discount Grocery:General,Active,103 NE 2ND ST ,,STUART,50250
DOLLAR GENERAL STORE #6077,Discount Grocery:General,Active,221 SW 63RD ST ,,DES MOINES,50312
DOLLAR GENERAL STORE #6216,Discount Grocery:General,Active,1205 S LOCUST ST ,,GLENWOOD,51534
DOLLAR GENERAL STORE #6690,Discount Grocery:General,Active,1212 24TH ST ,,ELDORA,50627
DOLLAR GENERAL STORE #6725,Discount Grocery:General,Active,1428 E OVID AVE ,,DES MOINES,50316
DOLLAR GENERAL STORE #6730,Discount Grocery:General,Active,305 N FEDERAL AVE ,,MASON CITY,50401
DOLLAR GENERAL STORE #6735,Discount Grocery:General,Active,2650 INGERSOLL AVE ,,DES MOINES,50312
DOLLAR GENERAL STORE #6777,Discount Grocery:General,Active,1803 W 2ND ST ,,INDIANOLA,50125
DOLLAR GENERAL STORE #7000,Discount Grocery:General,Active,410 STATE ST ,,GUTHRIE CENTER,50115
DOLLAR GENERAL STORE #7229,Discount Grocery:General,Active,805 11TH AVE S W ,,WAUKON,52172
DOLLAR GENERAL STORE #7305,Discount Grocery:General,Active,421 GATEWAY DR ,,GRIMES,50111
DOLLAR GENERAL STORE #8339,Discount Grocery:General,Active,303 NE IDAHO ,,LEON,50144
DOLLAR GENERAL STORE #8342,Discount Grocery:General,Active,612 E MAIN ,,LAMONI,50140
DOLLAR GENERAL STORE #8761,Discount Grocery:General,Active,527 SUMNER AVE ,,HUMBOLDT,50548
DOLLAR GENERAL STORE #9213,Discount Grocery:General,Active,1700 BENT ST ,,BEDFORD,50833
DOLLAR GENERAL STORE #9365,Discount Grocery:General,Active,3000 N 13TH ST ,,Carter Lake,51510
DOLLAR GENERAL STORE #9644,Discount Grocery:General,Active,95 7TH ST ,,NORTHWOOD,50459
DOLLAR GENERAL STORE #9835,Discount Grocery:General,Active,3161 HWY 30 ,,WOODBINE,51579
DOLLAR GENERAL STORE 10772  ,Discount Grocery:General,Active,105 S 3RD AVE ,,ELDRIDGE,52748
DOLLAR GENERAL STORES   2343,Discount Grocery:General,Active,933 8TH ST ,,BOONE,50036
DOLLAR TREE #07808,Discount Grocery:General,Active,3573 LAFAYETTE RD ,,Evansdale,50707
DOLLAR TREE #1397,Discount Grocery:General,Active,4011 SHOPPERS BLVD ,,WATERLOO,50701
DOLLAR TREE #2427,Discount Grocery:General,Active,1618 22ND ST ,,WEST DES MOINES,50266
DOLLAR TREE #2726,Discount Grocery:General,Active,3019 1ST AVE S ,,FORT DODGE,50501
DOLLAR TREE #2769,Discount Grocery:General,Active,411 W AGENCY RD ,5,WEST BURLINGTON,52655
DOLLAR TREE #4256,Discount Grocery:General,Active,6630 MILLS CIVIC PKWY ,UNIT 3118 ,WEST DES MOINES,50266
DOLLAR TREE #5644,Discount Grocery:General,Active,915 Short  ST ,STE 175 ,Decorah,52101
DOLLAR TREE #5704,Discount Grocery:General,Active,2121 4th ST SW ,,Waverly,50677
DOLLAR TREE #6463,Discount Grocery:General,Active,911 BRANDILYNN BLVD ,,Cedar Falls,50613
