Name,Classification,Status,PhysicalStreetAddress,PhysicalUnitAddress,PhysicalAddressCity,PhysicalAddressZipCode
SPARKY'S ONE STOP #31,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,212 MAIN ST ,,BREDA,51436
SPARKY'S ONE STOP - ARTHUR,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,317 HWY 175 ,,ARTHUR,51431
SPARKY'S ONE STOP - JEFFERSON,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,606 E HWY 30 ,,JEFFERSON,50129
SPARKY'S ONE STOP - STANHOPE,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,590 PARKER ST ,,STANHOPE,50246
SPARKY'S ONE STOP-BAYARD,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,101 HWY 141 ,,BAYARD,50029
SPARKY'S ONE STOP-CARROLL #25,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,402 E 6TH ST ,,CARROLL,51401
SPARKY'S ONE STOP-LAKE CITY,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,711 E MAIN ,,LAKE CITY,51449
SPARKY'S ONE STOP-LYTTON#3,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,105 Railway ST ,,LYTTON,50561
SPARKY'S ONE STOP-RIPPEY,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,107 3RD ST ,,RIPPEY,50235
SPARKY'S ONE STOP-VAIL,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,101 HWY 30 ,,VAIL,51465
SPARKYS ONE STOP #8,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,200 S BERLIN ,,SCHALLER,51053
"STATION II, THE",Convenience Store (FE) Fast Food:Convenience Store (RS),Active,620 MEADE DR ,,North Liberty,52317
"STATION, THE",Convenience Store (FE) Fast Food:Convenience Store (RS),Active,302 PORTLAND ST ,,WESTFIELD,51062
SUNDSTOP #3,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,740 18TH AVE SW ,,DYERSVILLE,52040
SUPER QUICK,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,303 SE 30TH ST ,,DES MOINES,50317
SUPER QUICK 2,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,1824 HUBBELL AVE ,,DES MOINES,50316
SUSHI WITH GUSTO,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,1101 2ND ST ,,Coralville,52241
T & L'S PEP STOP LLC,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,901 E WASHINGTON ,,MOUNT PLEASANT,52641
TIGER MART,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,708 MAIN ,,Griswold,51535
TODD'S,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,209 S UNION ST ,,ROCK RAPIDS,51246
"TOWN & COUNTRY STORE, THE",Convenience Store (FE) Fast Food:Convenience Store (RS),Active,304 N 6TH ST ,,DUNLAP,51529
TRIPLE C 1-STOP,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,301 3RD ST NW ,,HOPKINTON,52237
UFMC MART,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,408 6TH ST ,,CORNING,50841
UNDERWOOD TRUCK STOP,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,26551 MAGNOLIA RD ,,UNDERWOOD,51576
UNITED FARMERS COOPERATIVE,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,203 W OAK ST ,,RED OAK,51566
URBAN FUEL,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,1 HAWKEYE DR ,,North Liberty,52317
VENTURA MART,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,1 N WEIMER ST ,,VENTURA,50482
VICTOR'S MARKET,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,1001 3RD ,,VICTOR,52347
VINE FOOD & LIQUOR,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,2704 VINE ,,WEST DES MOINES,50265
"WASPY'S TRUCK STOP, LLC",Convenience Store (FE) Fast Food:Convenience Store (RS),Active,2079 HWY 71 ,,Audubon,50025
WAYCO FAST STOP LLC,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,214 W Jefferson ,,Corydon,50060
WESSELS CROSSROADS,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,107 HIGHWAY 18 W ,,ALGONA,50511
WESTSIDE PETRO,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,103 1ST ST ,,KALONA,52247
WHISTLE STOP USA,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,311  3RD STREET ST ,,LORIMOR,50149
WHITE OAK STATION #51,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,710 N BROADWAY ST ,,RED OAK,51566
WHITE OAK STATION #57,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,1 N LOCUST ,,GLENWOOD,51534
WHITE OAK STATION #59,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,717 E ERIE ST ,,Missouri Valley,51555
WHITE OAK STATION #82,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,136 LINCOLN HWY ,,NEVADA,50201
Whittemore Cenex,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,215 4TH ST ,,WHITTEMORE,50598
WILSON'S CORNER,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,502 MERRILL ST ,,BUSSEY,50044
YESWAY #1002,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,101 N MARKET ST ,,Audubon,50025
YESWAY #1103,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,814 E MAIN ST ,,ROCKFORD,50468
YESWAY #1198,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,101 4TH AVE W ,,SWEA CITY,50590
YESWAY STORE #1009,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,618 DURANT ST ,,Harlan,51537
YESWAY STORE #1036,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,102 N MAIN ST ,,KANAWHA,50447
ZIP IN MINI MART,Convenience Store (FE) Fast Food:Convenience Store (RS),Active,502 EAST ST ,,LYNNVILLE,50153
WALMART #2827,Convenience Store (FE) Fast Food:Convenience Store (RS) Bakery:Supermarket/Grocery Store Deli:Supermarket/Grocery Store Seafood:Supermarket/Grocery Store Produce:Supermarket/Grocery Sto,Active,2801 COMMERCE DR ,,CORALVILLE,52241
LINCOLN FARM & HOME SERVICE #3,Convenience Store (FE) Fast Food:Convenience Store (RS) Convenience Store,Active,18880 Hyland AVE ,,Pacific Junction,51561
CASEY'S GENERAL STORE #3204,Convenience Store (FE) Fast Food:Convenience Store (RS) Convenience Store (FE),Active,33280 335TH ST ,,MINDEN,51553
CUBBY'S MANSON,Convenience Store (FE) Fast Food:Convenience Store (RS) Deli:Stand alone,Active,1302 1ST AVE ,,MANSON,50563
CUBBYS ,Convenience Store (FE) Fast Food:Convenience Store (RS) Deli:Stand alone Convenience Store,Active,121 N DES MOINES ,,ODEBOLT,51458
D & S GROCERY INC,Convenience Store (FE) Fast Food:Convenience Store (RS) Deli:Supermarket/Grocery Store Produce:Supermarket/Grocery Store Full Service:Restaurant without liquor Meat:Supermarket/Grocery ,Active,104 SE A STREET PO ,147,MELCHER,50163
HY-VEE FAST & FRESH - DES MOINES,Convenience Store (FE) Fast Food:Convenience Store (RS) Fast Food:Convenience Store (RS),Active,5801 Hickman RD ,,Urbandale,50322
UNIVERSITY OF DUBUQUE,Convenience Store (FE) Fast Food:Convenience Store (RS) Fast Food:Snack Bar Other,Active,2255 BENNETT ST ,,DUBUQUE,52001
TRAVEL CENTERS OF AMERICA/COUNTRY PRIDE RESTAURANT,Convenience Store (FE) Fast Food:Convenience Store (RS) Full Service:Restaurant without liquor,Active,4124 V-18 RD ,,Brooklyn,52211
EDDYVILLE MARKET & DELI,Convenience Store (FE) Fast Food:Convenience Store (RS) Meat Produce Deli,Active,121 WALNUT ST ,,Eddyville,52553
COSTCO WHOLESALE #1111,Convenience Store (FE) Fast Food:Convenience Store (RS) Meat:Supermarket/Grocery Store  Deli:Supermarket/Grocery Store,Active,2900 HEARTLAND DR ,,CORALVILLE,52241
H & S STORES ,Convenience Store (FE) Fast Food:Restaurant with Liquor ,Active,609 S Main ST ,,Charles City,50616
WEST LOCUST SHELL,Convenience Store (FE) Fast Food:Restaurant with Liquor ,Active,4425 W LOCUST ST ,,Davenport,52804
23RD STREET MARKET,Convenience Store (FE) Fast Food:Restaurant without liquor,Active,2309 W 23RD ST ,,Cedar Falls,50614
CALAMUS COUNTRY STORE,Convenience Store (FE) Fast Food:Restaurant without liquor,Active,91 CLINTON ST ,,CALAMUS,52729
CASEY'S GENERAL STORE #2487,Convenience Store (FE) Fast Food:Restaurant without liquor,Active,1304 18TH ST ,,SPIRIT LAKE,51360
CHUBS COUNTRY STORE,Convenience Store (FE) Fast Food:Restaurant without liquor,Active,100 HIGHWAY 12 ,,Akron,51001
COUNTRY EXPRESS,Convenience Store (FE) Fast Food:Restaurant without liquor,Active,3480 US HIGHWAY 52 ,,DECORAH,52101
EVOLVE PALEO CHEF,Convenience Store (FE) Fast Food:Restaurant without liquor,Active,901 2ND AVE ,STE 105 ,Coralville,52241
EXIT 173,Convenience Store (FE) Fast Food:Restaurant without liquor,Active,1570 Highway 224 ,,Kellogg,50135
HARTIG DRUG COMPANY #8,Convenience Store (FE) Fast Food:Restaurant without liquor,Active,1600 UNIVERSITY AVE ,,DUBUQUE,52001
K.J.'S CONVENIENCE & DELI MART,Convenience Store (FE) Fast Food:Restaurant without liquor,Active,916 W PLATT ,,MAQUOKETA,52060
KIMMES BAXTER COUNTRY STORE #13,Convenience Store (FE) Fast Food:Restaurant without liquor,Active,312 E BUCHANAN ,,BAXTER,50028
KWIK STAR #145,Convenience Store (FE) Fast Food:Restaurant without liquor,Active,402 S Highway 52 ,,Guttenberg,52052
LA MORENITA,Convenience Store (FE) Fast Food:Restaurant without liquor,Active,220 North Iowa Ave ,,Washington,52353
LOVE'S TRAVEL STOP/SUBWAY/GODFATHER'S PIZZA,Convenience Store (FE) Fast Food:Restaurant without liquor,Active,100 Monroe ST ,,Floyd,50435
PATS TOO,Convenience Store (FE) Fast Food:Restaurant without liquor,Active,21 E MARKET ST ,,Iowa City,52242
QUIKTRIP #523,Convenience Store (FE) Fast Food:Restaurant without liquor,Active,849 Army Post RD ,,Des Moines,50315
YESWAY STORE #1037,Convenience Store (FE) Fast Food:Restaurant without liquor,Active,1905 SE 37TH ST ,,GRIMES,50111
KELLOGG COUNTRY STORE,Convenience Store (FE) Fast Food:Snack Bar,Active,103 BLAIR ST ,PO BOX 185 ,KELLOGG,50135
SA3M SAO MARKET,Convenience Store (FE) Fast Food:Snack Bar,Active,114 S MAIN ,,MOUNT PLEASANT,52641
TARGET STORE T-860,Convenience Store (FE) Fast Food:Snack Bar,Active,525 S GEAR AVE ,,WEST BURLINGTON,52655
WALMART  #784,Convenience Store (FE) Fast Food:Snack Bar Deli:Supermarket/Grocery Store Deli:Supermarket/Grocery Store Produce:Supermarket/Grocery Store Bakery:Supermarket/Grocery Store,Active,1045 N GRAND AVE ,,MOUNT PLEASANT,52641
CASEY'S GENERAL STORE #1599,Convenience Store (FE) Full Service,Active,323 Business 30 SW ,,MOUNT VERNON,52314
CASEY'S GENERAL STORE #2766,Convenience Store (FE) Full Service,Active,380 33RD AVE ,,CEDAR RAPIDS,52404
CASEY'S GENERAL STORE #2768,Convenience Store (FE) Full Service,Active,1201 1ST AVE ,,CEDAR RAPIDS,52402
CASEY'S GENERAL STORE #2789,Convenience Store (FE) Full Service,Active,888 VERNON VALLEY DR ,,CEDAR RAPIDS,52403
CASEY'S GENERAL STORE #2791,Convenience Store (FE) Full Service,Active,9125 ATLANTIC DR ,,CEDAR RAPIDS,52404
CASEY'S GENERAL STORE #3772,Convenience Store (FE) Full Service,Active,150 South 18th Street ,,Centerville,52544
KUM & GO #24,Convenience Store (FE) Full Service,Active,5970 MORNING STAR CT ,,PLEASANT HILL,50327
KUM & GO #520,Convenience Store (FE) Full Service,Active,2604 16TH AVE SW ,,CEDAR RAPIDS,52404
KWIK SHOP #563,Convenience Store (FE) Full Service,Active,1003 1ST AVE SW ,,CEDAR RAPIDS,52405
KWIK STAR #1008,Convenience Store (FE) Full Service,Active,5992 Carlson WAY ,,Marion,52302
KWIK STAR #1032,Convenience Store (FE) Full Service,Active,1880 Blairs Ferry RD NE ,,Hiawatha,52233
KWIK STAR #165,Convenience Store (FE) Full Service,Active,3730 Williams BLVD SW ,,Cedar Rapids,52404
KWIK STAR #581,Convenience Store (FE) Full Service,Active,251 33rd AVE SW ,,Cedar Rapids,52404
B&K ONE STOP,Convenience Store (FE) Full Service:Restaurant with Liqour,Active,103 HWY 31 ,,Washta,51061
LA VICTORIA,Convenience Store (FE) Full Service:Restaurant with Liqour,Active,2600 MYRTLE ST ,,Sioux City,51103
MARRIOTT HOTEL - ROCK RIVER GRILL - GIFT SHOP @ DES MOINES MARRIOTT,Convenience Store (FE) Full Service:Restaurant with Liqour,Active,700 GRAND AVE ,,DES MOINES,50309
SMITTY'S FUEL AND FOOD,Convenience Store (FE) Full Service:Restaurant with Liqour,Active, ,PO BOX 218 ,Defiance,51527
218 FUEL EXPRESS/RICK'S WAGON WHEEL,Convenience Store (FE) Full Service:Restaurant without liquor,Active,68 MONROE ST ,,FLOYD,50435
BREAD GARDEN CAFE,Convenience Store (FE) Full Service:Restaurant without liquor,Active,200 HAWKINS DR ,,Iowa City,52242
LA TIENDA MEXICANA Y TAQUERIA,Convenience Store (FE) Full Service:Restaurant without liquor,Active,116 S Main ST ,,Clarion,50525
ROUTE 63 TRAVEL PLAZA,Convenience Store (FE) Full Service:Restaurant without liquor,Active,304 MAIN ST ,,CHESTER,52134
"WHITE OAK GRILL, LLC",Convenience Store (FE) Full Service:Restaurant without liquor,Active,102 W MAIN ST ,,Exline,52555
LA VENTURA TACOS Y PUPUSAS,Convenience Store (FE) Full Service:Restaurant without liquor Temporary Food,Active,1209 Lucinda ST ,,Perry,50220
HEIDELBERG MOTEL,Convenience Store (FE) Hotel / Motel,Active,2005 E WASHINGTON ST ,,MOUNT PLEASANT,52641
HAMPTON INN & SUITES,Convenience Store (FE) Hotel / Motel Hotel Continental Breakfast,Active,101 W 1ST ST ,,Cedar Falls,50613
RAY'S SPECIALTY MEATS,Convenience Store (FE) Meat:Meat Locker ,Active,704 E MAIN ST ,,NEW LONDON,52645
RAY'S SUPERMARKET,Convenience Store (FE) Meat:Supermarket/Grocery Store  Deli:Supermarket/Grocery Store,Active,1975 FRANKLIN ST ,,WATERLOO,50703
TARGET STORE #T-1113,Convenience Store (FE) Produce,Active,1441 CORAL RIDGE AVE ,,CORALVILLE,52241
DOGPATCH URBAN GARDENS,Convenience Store (FE) Produce:Stand Alone Other,Active,5085 Meredith DR ,,Des Moines,50310
CHIN FAMILY ASIA GROCERY STORE,Convenience Store (FE) Produce:Supermarket/Grocery Store,Active,7450 Hickman RD ,,Windsor Heights,50324
CHONG'S MARKET,Convenience Store (FE) Produce:Supermarket/Grocery Store,Active,905 2ND ST ,,CORALVILLE,52241
DJ MINI MART,Convenience Store (FE) Produce:Supermarket/Grocery Store,Active,201 S Main ST ,,Maquoketa,52060
EL VALLE TIENDA MEXICANA,Convenience Store (FE) Produce:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Deli:Supermarket/Grocery Store,Active,101 Army Post  RD ,,Des Moines,50315
DOLLAR GENERAL STORE #22303,Convenience Store (FE) Variety Store,Active,3407 LINCOLN WAY ,,Ames,50014
DOLLAR GENERAL STORE #5857,Convenience Store (FE) Variety Store Discount Grocery:General,Active,4401 GORDON DR ,,Sioux City,51106
A.H. HERMEL @ MCKESSON,Convenience Store (FE):Unattended Food Establishment,Active,2101 12th AVE S ,,Clear Lake,50428
CANTEEN VENDING,Convenience Store (FE):Unattended Food Establishment,Active,181 Osceola Ave ,,Chariton,50049
CARGILL KITCHEN SOLUTIONS MICRO-MARKET,Convenience Store (FE):Unattended Food Establishment,Active,1750 S Benjamin AVE ,,Mason City,50401
PRINCIPAL FINANCIAL,Convenience Store (FE):Unattended Food Establishment,Active,111 W State ST ,,Mason City,50401
KUM & GO #120,Convenience Store Bakery:Supermarket/Grocery Store,Active,6304 9th ST ,,Des Moines,50315
CENEX AMPRIDE-HUMBOLDT,Convenience Store Convenience Store (FE),Active,1301 10TH AVE N ,,HUMBOLDT,50548
D & S XPRESS 2924,Convenience Store Convenience Store (FE),Active,2924 N BROADWAY ,,COUNCIL BLUFFS,51503
FAMILY PANTRY,Convenience Store Convenience Store (FE),Active,4538 LOWER BEAVER RD ,,DES MOINES,50309
KUM & GO #206,Convenience Store Convenience Store (FE),Active,1725 86TH ,,CLIVE,50325
KUM & GO #28,Convenience Store Convenience Store (FE),Active,2991 SUNSET DR ,,NORWALK,50211
OASIS,Convenience Store Convenience Store (FE),Active,630 SW 9th ST ,,Des Moines,50309
QUIKTRIP #515,Convenience Store Convenience Store (FE),Active,1421 INGERSOLL AVE ,,DES MOINES,50309
S & A PETROLEUM ,Convenience Store Convenience Store (FE),Active,418 ROCKSYLVANIA AVE ,,IOWA FALLS,50126
SOUTH CENTRAL COOP,Convenience Store Convenience Store (FE),Active,G76 204 W MAIN ,,LACONA,50139
"STATION, THE",Convenience Store Convenience Store (FE),Active,2320 N 15TH ST ,,FORT DODGE,50501
ROLFE HEARTLAND ,Convenience Store Deli,Active,600 BROAD ST ,,ROLFE,50581
SUNDSTOP #4,Convenience Store Deli Fast Food:Convenience Store (RS),Active,902 Lombard ST ,,Clarence,52216
CASEY'S GENERAL STORE #1331,Convenience Store Deli:Stand alone,Active,1304 W MAIN ST ,,Sac City,50583
CASEY'S GENERAL STORE #2060,Convenience Store Deli:Stand alone,Active,605 W ELM AVE ,,POCAHONTAS,50574
CASEY'S GENERAL STORE #2274,Convenience Store Deli:Stand alone,Active,720 HWY 71 ,,SIOUX RAPIDS,50585
BIG 10 MART #17,Convenience Store Deli:Supermarket/Grocery Store,Active,2308 W 53RD ST ,,DAVENPORT,52806
GROCERY STORE,Convenience Store Discount Grocery,Active,3428 Martin Luther King Jr.  PKWY ,,Des Moines,50310
BP 16TH STREET,Convenience Store Fast Food,Active,1215 E 16TH ST ,,DUBUQUE,52001
"CAR WASH, THE",Convenience Store Fast Food,Active,800 STATE ST ,,BELLEVUE,52031
CJ'S CONVENIENCE STORE LLC,Convenience Store Fast Food,Active,107 1ST ST SW ,,ELKADER,52043
JESSE'S AUTOMOTIVE & MINI MART LLC,Convenience Store Fast Food,Active,658 FERRY RD ,,MILES,52064
QUIK & HANDI II,Convenience Store Fast Food,Active,725 9TH ST SE ,,DYERSVILLE,52040
"STORE, THE",Convenience Store Fast Food,Active,200 W BRIDGE ST ,243,ELKADER,52043
CASEY'S GENERAL STORE #2585,Convenience Store Fast Food:Convenience Store (RS),Active,1402 NINTH ST SE ,,DYERSVILLE,52040
CASEY'S GENERAL STORE #2914,Convenience Store Fast Food:Convenience Store (RS),Active,1006 CHATBURN AVE ,,HARLAN,51537
CASEY'S GENERAL STORE #3200,Convenience Store Fast Food:Convenience Store (RS),Active,308 W Mission ,,STRAWBERRY POINT,52076
CASEY'S GENERAL STORE #3617,Convenience Store Fast Food:Convenience Store (RS),Active,635 Lang Creek  AVE ,,Grinnell,50112
"DEPOT NORWAY, THE",Convenience Store Fast Food:Convenience Store (RS),Active,117 Railroad ,,Norway,52318
DYNO # 41,Convenience Store Fast Food:Convenience Store (RS),Active,5101 230th St  ,,ALBERT CITY,50510
HY-VEE GAS,Convenience Store Fast Food:Convenience Store (RS),Active,1702 E WASHINGTON ST ,,Mount Pleasant,52641
KUM & GO #0539,Convenience Store Fast Food:Convenience Store (RS),Active,5050 2nd ST ,,Des Moines,50313
KUM & GO #74,Convenience Store Fast Food:Convenience Store (RS),Active,141 JORDAN CREEK PKWY ,,WEST DES MOINES,50266
KWIK SHOP 588,Convenience Store Fast Food:Convenience Store (RS),Active,1136 E LOCUST ST ,,DAVENPORT,52803
LE MARS COUNTRY STORE,Convenience Store Fast Food:Convenience Store (RS),Active,436 Plymouth ST ,,LE MARS,51031
LOVE'S TRAVEL STOP #426,Convenience Store Fast Food:Convenience Store (RS),Active,10 E STREET ,,Shelby,51570
SPARKY'S ONE STOP - STORM LAKE,Convenience Store Fast Food:Convenience Store (RS),Active,5292 HWY 71 N ,,STORM LAKE,50588
CASEY'S GENERAL STORE #2992,Convenience Store Fast Food:Convenience Store (RS) Deli:Stand alone,Active,101 HWY 7 ,,FONDA,50540
CASEY'S GENERAL STORE #2994 ,Convenience Store Fast Food:Convenience Store (RS) Deli:Stand alone,Active,520 MAIN ST ,,LAURENS,50554
CORNER MARKET ,Convenience Store Fast Food:Restaurant without liquor,Active,102 W 1ST ST ,,MC CAUSLAND,52758
EXPRESSLANE INC,Convenience Store Fast Food:Restaurant without liquor,Active,1208 E LOCUST ST ,,DAVENPORT,52803
USA FOOD & GAS,Convenience Store Fast Food:Restaurant without liquor,Active,2293 Highway 30 ,,Grand Mound,52751
AMISH COUNRY STORE AND MAID-RITE,Convenience Store Full Service:Restaurant without liquor,Active,109 SPRUCE ,,LAMONI,50140
GENERAL STORE AND MORE,Convenience Store Full Service:Restaurant without liquor,Active,107 N MAIN ,,ELKADER,52043
HAMPTON INN OMAHA AIRPORT,Convenience Store Hotel Continental Breakfast Hotel / Motel,Active,2020 Abbott ,,Carter Lake,51510
DAYTON MEAT PRODUCTS INC,"Convenience Store Meat:Meat Locker  Food Processing Plants - GMP:Bakery Products, Doughs, Bakery Mixes, and Icings Food Processing Plants - GMP:Mult. Food SPEC Dinners, Gravies, Sauces, & Spe",Active,102 MONTEZUMA ST ,,MALCOM,50157
HY-VEE FAST & FRESH - WEST DES MOINES,Convenience Store Variety Store,Active,425 S Jordan Creek  PKWY ,,West Des Moines,50266
FAREWAY STORE #412,Deli Deli:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Discount Grocery,Active,102 2ND ST ,,OELWEIN,50662
PRAIRIE CITY FOODS,Deli Discount Grocery:General Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store,Active,120 E JEFFERSON ,,PRAIRIE CITY,50228
CORALVILLE HY-VEE GROCERY STORE,Deli Meat Seafood Produce Full Service:Restaurant with Liqour,Active,3285 CROSSPARK RD ,,Coralville,52241
FRESH BEGINNINGS/PRODUCTION SITE ONLY,Deli Produce Bakery:Stand Alone,Active,UNIVERSITY OF NORTHERN IOWA REDEKER CENTER ,,CEDAR FALLS,50614
FEED & FOSTER,Deli:Cheese Shop,Active,103 N Buxton ,,Indianola,50125
HANCOCK FROZEN FOOD CENTER,Deli:Cheese Shop,Active,202 W Kimball ,,Hancock,51536
HICKORY FARMS,Deli:Cheese Shop,Active,2801 GRAND AVE ,,AMES,50010
HEARTLAND DISCOUNT,Deli:Cheese Shop Discount Grocery:Salvage,Active,102 W MAIN ,,RICEVILLE,50466
